LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
2461,snv,Sa'ban,Sa'ban,"Sa'ban, Sa'ban",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,115.67,3.67,Southeast Asia,S/SE Asia
2462,sob,Sobei,Sobei,"Sobei, Sobei",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,138.75,-1.92,N Coast New Guinea,NG and Oceania
2463,sop,Songe,Songe,"Songe, Songe",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,22,-6.83,S Africa,Africa
2464,sov,Sonsorol-Tobi,"Sonsorol-Tobi, Sonsorol, Sonsorolese","Sonsorol-Tobi, Sonsorol-Tobi, Sonsorol, Sonsorolese",,Micronesian,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,132.25,5.33,Oceania,NG and Oceania
2465,lad,Ladino,Ladino,"Ladino, Ladino",,,Italic,Italic-Celtic,Indo-European,,Indo-European,33,40,Greater Mesopotamia,W and SW Eurasia
2466,spo,Spokane,Spokane,"Spokane, Spokane",,,Southern Interior Salish,Interior Salish,Salishan,,Salishan,-117.75,47.67,Basin and Plains,E N America
2467,sps,Taiof,Taiof,"Taiof, Taiof",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,154.63,-5.53,Oceania,NG and Oceania
2468,spu,Sapuan,Sapuan,"Sapuan, Sapuan",,,Bahnaric,Eastern Mon-Khmer,Austroasiatic,,Austroasiatic,106.83,15.17,Southeast Asia,S/SE Asia
2469,sqt,Soqotri,Soqotri,"Soqotri, Soqotri",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,,Semitic,54,12.5,Greater Abyssinia,Africa
2470,srb,Sora,Sora,"Sora, Sora",,,Southern Munda,Munda,Austroasiatic,,Austroasiatic,84.33,20,Indic,S/SE Asia
2471,hrv; srp,Serbian-Croatian,Serbian-Croatian,"Serbian-Croatian, Serbian-Croatian",,South Slavic,Slavic,Balto-Slavic,Indo-European,,Indo-European,19,44,Europe,W and SW Eurasia
2472,sri,Siriano,Siriano,"Siriano, Siriano",,,,,Tucíçnoan,,Tucíçnoan,-70.17,0.75,NE South America,S America
2473,srl,Isirawa,Isirawa,"Isirawa, Isirawa",,,,Kwerba,Orya-Mawes-Tor-Kwerba,,Orya-Mawes-Tor-Kwerba,138.5,-1.83,N Coast New Guinea,NG and Oceania
2474,srm,Saramaccan,Saramaccan,"Saramaccan, Saramaccan",,,,,Saramaccan,,Saramaccan,-55.5,4.5,NE South America,S America
2475,srn,Sranan,Sranan,"Sranan, Sranan",,,,,Sranan,,Sranan,-55.33,5.83,NE South America,S America
2476,srq,Sirioní_,"Sirioní_, Mbia Chee, Mbya","Sirioní_, Sirioní_, Mbia Chee, Mbya",,,,Tupi-Guaraní_,Tupian,,Tupian,-64,-15.58,NE South America,S America
2477,srs,Sarcee,Sarcee,"Sarcee, Sarcee",,,,Athabaskan,Na-Dene,,Na-Dene,-116,52.5,Basin and Plains,E N America
2478,nso,Sotho (Northern),Sotho (Northern),"Sotho (Northern), Sotho (Northern)",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,29,-24,S Africa,Africa
2479,ssd,Siroi,Siroi,"Siroi, Siroi",,,,Rai Coast,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",146,-5.5,N Coast New Guinea,NG and Oceania
2480,sse,Sama (Balangingi),Sama (Balangingi),"Sama (Balangingi), Sama (Balangingi)",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,121.83,6.17,Oceania,S/SE Asia
2481,ssf,Thao,Thao,"Thao, Thao",,,,Western Plains (Formosa),Austronesian,,Austronesian,120.92,23.88,Southeast Asia,S/SE Asia
2482,ssl,Sisaala,Sisaala,"Sisaala, Sisaala",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",-2.67,10.83,African Savannah,Africa
2483,ssn,Oromo (Waata),Oromo (Waata),"Oromo (Waata), Oromo (Waata)",,,,Eastern Cushitic,Cushitic,,Cushitic,39.83,-3.33,S Africa,Africa
2484,sot,Sesotho,Sesotho,"Sesotho, Sesotho",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,27,-28,S Africa,Africa
2485,ssp,Sign Language Spanish,"Lengua de Seí±as Espaí±ola,Sign Language Spanish","Sign Language Spanish, Lengua de Seí±as Espaí±ola,Sign Language Spanish",,,,,Sign Language Spanish,,Sign Language Spanish,-3,40,Europe,W and SW Eurasia
2486,sst,Tabare,"Tabare, Sinasina","Tabare, Tabare, Sinasina",,,,Chimbu,Chimbu-Wahgi,,Chimbu-Wahgi,145,-6.08,Interior New Guinea,NG and Oceania
2487,ssy,Saho,Saho,"Saho, Saho",,,,Eastern Cushitic,Cushitic,,Cushitic,39.75,14.75,Greater Abyssinia,Africa
2488,stc,Natí_gu,"Santa Cruz, Nambakaengí_, Natí_gu, Malo, Lí_dí_i, Nedí_","Natí_gu, Santa Cruz, Nambakaengí_, Natí_gu, Malo, Lí_dí_i, Nedí_",Reefs-Santa Cruz,Temotu,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,165.87,-10.78,Oceania,NG and Oceania
2489,sti,Stieng,Stieng,"Stieng, Stieng",,,Bahnaric,Eastern Mon-Khmer,Austroasiatic,,Austroasiatic,106.75,11.83,Southeast Asia,S/SE Asia
2490,sto,Stoney,Stoney,"Stoney, Stoney",,,,,Siouan,,Siouan,-116.5,53.75,Basin and Plains,E N America
2491,str,Salish (Straits),Salish (Straits),"Salish (Straits), Salish (Straits)",Straits Salish (Lkungen),South Georgia,Central Coast Salish,Coast Salish,Salishan,,Salishan,-123.25,48.75,Alaska-Oregon,W N America
2492,suk,Sukuma,Sukuma,"Sukuma, Sukuma",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,32,-2.83,S Africa,Africa
2493,sus,Susu,Susu,"Susu, Susu",,,,West Mande,Mande,,Mande,-13,10,African Savannah,Africa
2494,sui,Suki,Suki,"Suki, Suki",,,,,Suki-Gogodala,,Suki-Gogodala,141.75,-8,S New Guinea,NG and Oceania
2495,sum,Sumu,Sumu,"Sumu, Sumu",,,,Sumalpan,Misumalpan,,Misumalpan,-84.5,13,Mesoamerica,C America
2496,sjg,Sungor,Sungor,"Sungor, Sungor",,,,,Taman,,Taman,21.5,13.75,African Savannah,Africa
2497,sun,Sundanese,Sundanese,"Sundanese, Sundanese",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,107,-7,Southeast Asia,S/SE Asia
2498,sur,Mupun,Mupun,"Mupun, Mupun",Bole-Angas group,,West - A (West Chadic),West Chadic,Chadic,,Chadic,8.83,9.5,African Savannah,Africa
2499,suv,Sulung,Sulung,"Sulung, Sulung",,,,Greater Sherdukpen,Sino-Tibetan,,Sino-Tibetan,93.25,28.33,Indic,S/SE Asia
2500,svs,Savosavo,Savosavo,"Savosavo, Savosavo",,,,,Central Solomons,,Central Solomons,159.8,-9.13,Oceania,NG and Oceania
2501,swb,Comorian,Comorian,"Comorian, Comorian",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,44,-12,S Africa,Africa
2502,swi,Sui,Sui,"Sui, Sui",,,,,Tai-Kadai,,Tai-Kadai,107.5,26,Southeast Asia,S/SE Asia
2503,swl,Svenska Teckensprí«ket,Svenska Teckensprí«ket,"Svenska Teckensprí«ket, Svenska Teckensprí«ket",,,,,Svenska Teckensprí«ket,,Svenska Teckensprí«ket,15,59,Europe,W and SW Eurasia
2505,ssw,Swati,Swati,"Swati, Swati",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,31,-26.5,S Africa,Africa
2506,pdt,Low German,Low German,"Low German, Low German",,,West Germanic,Germanic,Indo-European,,Indo-European,10,53,Europe,W and SW Eurasia
2507,szg,Sengele,Sengele,"Sengele, Sengele",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,17.33,-1.83,S Africa,Africa
2508,szp,Inanwatan,Inanwatan,"Inanwatan, Inanwatan",,,,,Marind,,Marind,132.08,-2.08,N Coast New Guinea,NG and Oceania
2509,szw,Sawai,Sawai,"Sawai, Sawai",,,South Halmahera-Western New Guinea (SHWNG),Malayo-Polynesian,Austronesian,,Austronesian,128,0.5,Oceania,NG and Oceania
2510,taa,Tanana (Lower),Tanana (Lower),"Tanana (Lower), Tanana (Lower)",,,,Athabaskan,Na-Dene,,Na-Dene,-150,65,Alaska-Oregon,W N America
2511,tab,Tabasaran,Tabassaran,"Tabasaran, Tabassaran",Western Samurian,Samurian (core Lezgian),Lezgian,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.92,41.83,Greater Mesopotamia,W and SW Eurasia
2512,tac,Tarahumara (Western),Tarahumara (Western),"Tarahumara (Western), Tarahumara (Western)",,,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-108,27.5,Mesoamerica,C America
2513,tae,Tariana,Tariana,"Tariana, Tariana",,,,North Amazonian,Arawakan,Maipurean,"Arawakan, Maipurean",-69.17,1,NE South America,S America
2514,tpj,Tapiete,"Tapietí©, Guasurango, Guasurangue, Nandeva, íïanagua, Tapiete, Tirumbae, Yanaigua","Tapiete, Tapietí©, Guasurango, Guasurangue, Nandeva, íïanagua, Tapiete, Tirumbae, Yanaigua",,,,Tupi-Guaraní_,Tupian,,Tupian,-61.67,-19.75,SE South America,S America
2515,tpm,Tampulma,Tampulma,"Tampulma, Tampulma",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",-0.58,10.42,African Savannah,Africa
2516,tan,Tangale,Tangale,"Tangale, Tangale",Tangale,,West - A (West Chadic),West Chadic,Chadic,,Chadic,11.33,9.75,African Savannah,Africa
2517,twf,Tiwa (Northern),Tiwa (Northern),"Tiwa (Northern), Tiwa (Northern)",,,,Tiwa,Kiowa-Tanoan,,Kiowa-Tanoan,-105.5,36.5,Basin and Plains,E N America
2518,tap,Tabwa,"Tabwa, Taabwa","Tabwa, Tabwa, Taabwa",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,29.5,-8,S Africa,Africa
2519,tar,Tarahumara (Central),Tarahumara (Central),"Tarahumara (Central), Tarahumara (Central)",,,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-107.5,27.5,Mesoamerica,C America
2520,tav,Tatuyo,Tatuyo,"Tatuyo, Tatuyo",,,,,Tucíçnoan,,Tucíçnoan,-70.5,0.42,NE South America,S America
2521,tay,Atayal,Atayal,"Atayal, Atayal",,,,Atayalic,Austronesian,,Austronesian,121.33,24.5,Southeast Asia,S/SE Asia
2522,tbd,Kaki Ae,Kaki Ae,"Kaki Ae, Kaki Ae",,,,,Eleman,,Eleman,145.83,-8,S New Guinea,NG and Oceania
2523,tbg,Tairora,"Tairora, North Tairora, Aantantara (Andandara), Arau-Varosia (Arau-Barosia), Arokaara (Arokara), Saiqora (Saiäó»ora)","Tairora, Tairora, North Tairora, Aantantara (Andandara), Arau-Varosia (Arau-Barosia), Arokaara (Arokara), Saiqora (Saiäó»ora)",,,,Kainantu,Eastern Highlands,,Eastern Highlands,146,-6.5,Interior New Guinea,NG and Oceania
2524,tbh,Dharawal,Dharawal,"Dharawal, Dharawal",,,,Yuin-Kuric,Pama-Nyungan,,Pama-Nyungan,150.5,-34.5,S Australia,Australia
2525,tbi,Ingessana,"Ingessana, Ingassana, Ingessana, Kamanidi, Mamedja, Mamidza, Metabi, Muntabi, Tabi, Gaam, Gaahgm","Ingessana, Ingessana, Ingassana, Ingessana, Kamanidi, Mamedja, Mamidza, Metabi, Muntabi, Tabi, Gaam, Gaahgm",,,,,Jebel,,Jebel,34,11.5,African Savannah,Africa
2526,tbl,Tboli,Tboli,"Tboli, Tboli",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,124.5,6.17,Oceania,S/SE Asia
2527,tbu,Tubar,Tubar,"Tubar, Tubar",,,,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-108,27,Mesoamerica,C America
2528,tbw,Tagbanwa (Aborlan),Tagbanwa (Aborlan),"Tagbanwa (Aborlan), Tagbanwa (Aborlan)",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,118.5,9.5,Oceania,S/SE Asia
2529,tby,Tabaru,Tabaru,"Tabaru, Tabaru",,,,North Halmaheran,West Papuan,,West Papuan,127.25,1.5,Oceania,NG and Oceania
2530,tca,Ticuna,Ticuna,"Ticuna, Ticuna",,,,,Tikuna-Yurí_,"Yurí_-Ticuna, Juri-Tikuna","Tikuna-Yurí_, Yurí_-Ticuna, Juri-Tikuna",-70.5,-4,NE South America,S America
2531,tcb,Tanacross,Tanacross,"Tanacross, Tanacross",,,,Athabaskan,Na-Dene,,Na-Dene,-143.5,63.5,Alaska-Oregon,W N America
2532,tcc,Datooga,Datooga,"Datooga, Datooga",,,,Southern Nilotic,Nilotic,,Nilotic,35.33,-4.33,S Africa,Africa
2533,tcg,Tamagario,Tamagario,"Tamagario, Tamagario",,,,,Kayagar,,Kayagar,139.25,-6.42,S New Guinea,NG and Oceania
2534,tuk,Turkmen,Turkmen,"Turkmen, Turkmen",,,Oghuz,Common Turkic,Turkic,,Turkic,58,40,Inner Asia,N-C Asia
2535,tcs,Broken,Broken,"Broken, Broken",,,,,Broken,,Broken,143,-10.17,N Australia,Australia
2536,tam,Tamil,Tamil,"Tamil, Tamil",,,South Dravidian I,South Dravidian,Dravidian,,Dravidian,78.5,11,Indic,S/SE Asia
2537,tel,Telugu,Telugu,"Telugu, Telugu",,,South Dravidian II (äóùSouth-Centraläóù),South Dravidian,Dravidian,,Dravidian,79,16,Indic,S/SE Asia
2538,tcx,Toda,Toda,"Toda, Toda",,,South Dravidian I,South Dravidian,Dravidian,,Dravidian,76.75,11.42,Indic,S/SE Asia
2539,tcy,Tulu,Tulu,"Tulu, Tulu",,,South Dravidian I,South Dravidian,Dravidian,,Dravidian,75.33,12.75,Indic,S/SE Asia
2540,tcz,Thadou,Thadou,"Thadou, Thadou",,,Northern Chin,Kukish (Mizo-Kuki-Chin),Sino-Tibetan,,Sino-Tibetan,93.92,24.42,Southeast Asia,S/SE Asia
2541,tdn,Tondano,Tondano,"Tondano, Tondano",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,125,1.25,Oceania,NG and Oceania
2542,tds,Doutai,Doutai,"Doutai, Doutai",,,,Tariku,Lakes Plain,,Lakes Plain,138.17,-3.33,Interior New Guinea,NG and Oceania
2543,ter,Terena,Terena,"Terena, Terena",,,,Xingu (S. Brasilian),Arawakan,Maipurean,"Arawakan, Maipurean",-56,-20,SE South America,S America
2544,stp,Tepehuan (Southeastern),Tepehuan,"Tepehuan (Southeastern), Tepehuan",,,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-98.17,20.83,Mesoamerica,C America
2545,teh,Tehuelche,Tehuelche,"Tehuelche, Tehuelche",,,,,Chon,,Chon,-68,-48,SE South America,S America
2546,tem,Temne,Temne,"Temne, Temne",,,,,South Atlantic,,South Atlantic,-13.08,8.67,African Savannah,Africa
2547,tll,Tetela,Tetela,"Tetela, Tetela",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,24,-4,S Africa,Africa
2548,teo,Teso,Teso,"Teso, Teso",,,Kalenjin,Southern Nilotic,Nilotic,,Nilotic,33.83,1.83,S Africa,Africa
2549,tep,Tepecano,Tepecano,"Tepecano, Tepecano",,,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-104.75,21.75,Mesoamerica,C America
2550,teq,Temein,Temein,"Temein, Temein",,,,,Temein,,Temein,29.42,11.92,African Savannah,Africa
2551,atj,Atikamekw,Atikamekw,"Atikamekw, Atikamekw",,,,Algonquian,Algic,,Algic,-74,48,E North America,E N America
2552,teu,So,So,"So, So",,,,,Kuliak,,Kuliak,34.75,2.58,S Africa,Africa
2553,tew,Tewa (Arizona),Tewa (Arizona),"Tewa (Arizona), Tewa (Arizona)",,,,Tewa,Kiowa-Tanoan,,Kiowa-Tanoan,-110.42,35.83,Basin and Plains,E N America
2554,tex,Tennet,Tennet,"Tennet, Tennet",,,,,Surmic,,Surmic,32.5,4.42,African Savannah,Africa
2555,tfn,Tanaina,Tanaina,"Tanaina, Tanaina",,,,Athabaskan,Na-Dene,,Na-Dene,-150,62,Alaska-Oregon,W N America
2556,tfr,Teribe,Teribe,"Teribe, Teribe",,,,Talamanca,Chibchan,,Chibchan,-82.67,9.33,Mesoamerica,C America
2557,tft,Ternate,Ternate,"Ternate, Ternate",,,,North Halmaheran,West Papuan,,West Papuan,127.25,0.83,Oceania,NG and Oceania
2558,tgc,Tigak,Tigak,"Tigak, Tigak",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,150.8,-2.72,N Coast New Guinea,NG and Oceania
2559,tgg,Tangga,"Tangga, Tanga","Tangga, Tangga, Tanga",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,153.2,-3.47,N Coast New Guinea,NG and Oceania
2560,tir,Tigrinya,"Tigray, Tigrinya","Tigrinya, Tigray, Tigrinya",,Ethiopean,Southern (West Semitic),West Semitic,Semitic,,Semitic,38.5,14.5,Greater Abyssinia,Africa
2561,tgo,Sudest,"Sudest, Pamela, Sudest (Varavarae)","Sudest, Sudest, Pamela, Sudest (Varavarae)",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,153.45,-11.5,S New Guinea,NG and Oceania
2562,thd,Thaayorre,"Thaayorre, Kuuk Thaayorre","Thaayorre, Thaayorre, Kuuk Thaayorre",,,Western Pama,Paman,Pama-Nyungan,,Pama-Nyungan,141.83,-14.58,N Australia,Australia
2563,thf,Thangmi,Thangmi,"Thangmi, Thangmi",,,,Remnant Himalayish,Sino-Tibetan,,Sino-Tibetan,86,27.75,Indic,S/SE Asia
2564,thp,Thompson,Thompson,"Thompson, Thompson",,,Northern Interior Salish,Interior Salish,Salishan,,Salishan,-121.75,49.75,Alaska-Oregon,W N America
2565,tht,Tahitian,Tahitian,"Tahitian, Tahitian",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,-149.58,-17.67,Oceania,NG and Oceania
2566,thv,Tuareg (Ahaggar),Tuareg (Ahaggar),"Tuareg (Ahaggar), Tuareg (Ahaggar)",Berber,,,,Berber,,Berber,6,23,N Africa,Africa
2567,tig,Tigrí©,"Tigre,Tigrí©, Khasa, Xasa","Tigrí©, Tigre,Tigrí©, Khasa, Xasa",,Ethiopean,Southern (West Semitic),West Semitic,Semitic,,Semitic,38.5,16.5,Greater Abyssinia,Africa
2569,tih,Timugon,Timugon,"Timugon, Timugon",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,116,5,Southeast Asia,S/SE Asia
2570,tik,Tikar,Tikar,"Tikar, Tikar",,,,Bantoid,Benue-Congo,,Benue-Congo,11.67,5.83,African Savannah,Africa
2571,til,Tillamook,Tillamook,"Tillamook, Tillamook",,,,Coast Salish,Salishan,,Salishan,-123.75,45.33,Alaska-Oregon,W N America
2572,tin,Tindi,Tindi,"Tindi, Tindi",,Andic,Avar-Andic,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",46.14,42.45,Greater Mesopotamia,W and SW Eurasia
2573,tio,Teop,Teop,"Teop, Teop",Meso-Melanesian linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,155,-5.67,Oceania,NG and Oceania
2574,tiv,Tiv,Tiv,"Tiv, Tiv",,,,Bantoid,Benue-Congo,,Benue-Congo,9,7.5,African Savannah,Africa
2575,tix,Tiwa (Southern),Tiwa (Southern),"Tiwa (Southern), Tiwa (Southern)",,,,Tiwa,Kiowa-Tanoan,,Kiowa-Tanoan,-106.33,35,Basin and Plains,E N America
2576,tiy,Tiruray,Tiruray,"Tiruray, Tiruray",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,124.17,6.75,Oceania,S/SE Asia
2577,tkr,Tsakhur,Tsakhur,"Tsakhur, Tsakhur",Eastern Samurian,Samurian (core Lezgian),Lezgian,Daghestanian,Nakh-Daghestanian,"East Caucasian, Northeast Caucasian","Nakh-Daghestanian, East Caucasian, Northeast Caucasian",47.17,41.67,Greater Mesopotamia,W and SW Eurasia
2578,,Tati (Southern),Tati (Southern),"Tati (Southern), Tati (Southern)",,Southwest Iranian,Iranian,Indo-Iranian,Indo-European,,Indo-European,49.67,36,Greater Mesopotamia,W and SW Eurasia
2579,tkw,Buma,"Buma, Teanu","Buma, Buma, Teanu",,Temotu,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,166.83,-11.63,Oceania,NG and Oceania
2580,tlb,Tobelo,Tobelo,"Tobelo, Tobelo",,,,North Halmaheran,West Papuan,,West Papuan,128.5,1.5,Oceania,NG and Oceania
2581,tld,Talaud,Talaud,"Talaud, Talaud",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,126.75,4.25,Oceania,NG and Oceania
2582,tlj,Talinga,Talinga,"Talinga, Talinga",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,29.67,0.42,S Africa,Africa
2583,tlo,Jomang,Jomang,"Jomang, Jomang",,,,,Kordofanian,,Kordofanian,30.5,10.58,African Savannah,Africa
2584,tma,Tama,Tama,"Tama, Tama",,,,,Taman,,Taman,22,14.5,African Savannah,Africa
2585,tmc,Tumak,Tumak,"Tumak, Tumak",,,,East Chadic,Chadic,,Chadic,17.33,9.5,African Savannah,Africa
2586,tmd,Haruai,"Haruai, Harway, Waibuk, Wiyaw, Wiyau, Wovan, Taman","Haruai, Haruai, Harway, Waibuk, Wiyaw, Wiyau, Wovan, Taman",,,,,Upper Yuat,,Upper Yuat,144.17,-5.08,Interior New Guinea,NG and Oceania
2588,tmq,Tumleo,Tumleo,"Tumleo, Tumleo",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,142.42,-3.08,N Coast New Guinea,NG and Oceania
2589,aoz,Timorese,Timorese,"Timorese, Timorese",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,124.5,-9.67,Oceania,NG and Oceania
2590,tna,Tacana,Tacana,"Tacana, Tacana",,,,Tacanan,Pano-Tacanan,,Pano-Tacanan,-68,-13.5,NE South America,S America
2591,tnc,Retuarí£,"Tanimuca,Retuarí£","Retuarí£, Tanimuca,Retuarí£",,,,,Tucíçnoan,,Tucíçnoan,-70.67,-0.5,NE South America,S America
2592,tuf,Tunebo,Tunebo,"Tunebo, Tunebo",,,,,Chibchan,,Chibchan,-72.25,6.75,NE South America,S America
2593,tnk,Kwamera,Kwamera,"Kwamera, Kwamera",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,169.42,-19.58,Oceania,NG and Oceania
2594,tnm,Tabla,Tabla,"Tabla, Tabla",,,,,Sentani,,Sentani,140.42,-2.45,N Coast New Guinea,NG and Oceania
2595,tnt,Tontemboan,Tontemboan,"Tontemboan, Tontemboan",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,124.5,1.08,Oceania,NG and Oceania
2596,tob,Toba,Toba,"Toba, Toba",,,,,Guaicuruan,"Waikuruan, Waykuruan, Guaycuruan","Guaicuruan, Waikuruan, Waykuruan, Guaycuruan",-59,-26.5,SE South America,S America
2597,toi,Tonga (Zambia),"Tonga (Zambia), Chitonga, Plateau Tonga, Zambezi","Tonga (Zambia), Tonga (Zambia), Chitonga, Plateau Tonga, Zambezi",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,27,-17,S Africa,Africa
2598,toj,Tojolabal,Tojolabal,"Tojolabal, Tojolabal",,,Chujean,Greater Kanjobalan,Mayan,,Mayan,-91.5,16.33,Mesoamerica,C America
2599,tkl,Tokelauan,Tokelauan,"Tokelauan, Tokelauan",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,-172,-9,Oceania,NG and Oceania
2600,too,Totonac (Xicotepec de Juíçrez),Totonac (Xicotepec de Juíçrez),"Totonac (Xicotepec de Juíçrez), Totonac (Xicotepec de Juíçrez)",,,,,Totonac-Tepehuan,,Totonac-Tepehuan,-97.83,20.42,Mesoamerica,C America
2601,tos,Totonac (Sierra),Totonac (Sierra),"Totonac (Sierra), Totonac (Sierra)",,,,,Totonac-Tepehuan,,Totonac-Tepehuan,-97.42,19.92,Mesoamerica,C America
2602,ton,Tongan,Tongan,"Tongan, Tongan",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,-175.17,-21.17,Oceania,NG and Oceania
2603,tow,Jemez,Jemez,"Jemez, Jemez",,,,,Kiowa-Tanoan,,Kiowa-Tanoan,-107,35.83,Basin and Plains,E N America
2604,tqo,Toaripi,Toaripi,"Toaripi, Toaripi",,,,,Eleman,,Eleman,146.25,-8.33,S New Guinea,NG and Oceania
2605,tpq,Nyamkad,Nyamkad,"Nyamkad, Nyamkad",,Central Tibetan (U-Tsang),Tibetan,Bodic,Sino-Tibetan,,Sino-Tibetan,78.5,32,Indic,S/SE Asia
2606,tcf,Tlapanec,Tlapanec,"Tlapanec, Tlapanec",,,,,Subtiaba-Tlapanec,,Subtiaba-Tlapanec,-99,17.08,Mesoamerica,C America
2607,trc,Trique (Copala),Trique (Copala),"Trique (Copala), Trique (Copala)",,,,Mixtecan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-97.92,17.17,Mesoamerica,C America
2608,trg,Neo-Aramaic (Persian Azerbaijan),Neo-Aramaic (Persian Azerbaijan),"Neo-Aramaic (Persian Azerbaijan), Neo-Aramaic (Persian Azerbaijan)",Aramaic,Aramaic,Central (West Semitic),West Semitic,Semitic,,Semitic,47,38,Greater Mesopotamia,W and SW Eurasia
2609,tro,Tarao,Tarao,"Tarao, Tarao",,,Northern Chin,Kukish (Mizo-Kuki-Chin),Sino-Tibetan,,Sino-Tibetan,94.17,24.25,Southeast Asia,S/SE Asia
2610,trp,Kokborok,Kokborok,"Kokborok, Kokborok",,Bodo,"Bodo-Koch (Barish, Bodo-Garo)",Brahmaputran (Sal),Sino-Tibetan,,Sino-Tibetan,92.5,24.33,Indic,S/SE Asia
2611,trr,Taushiro,Taushiro,"Taushiro, Taushiro",,,,,Taushiro,,Taushiro,-76,-2.5,NE South America,S America
2612,trs,Trique (Chicahuaxtla),Trique (Chicahuaxtla),"Trique (Chicahuaxtla), Trique (Chicahuaxtla)",,,,Mixtecan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-97.83,17.17,Mesoamerica,C America
2613,chk,Chuukese,"Chuukese, Chuuk, Truk, Trukese, Ruk, Lagoon Chuukese","Chuukese, Chuukese, Chuuk, Truk, Trukese, Ruk, Lagoon Chuukese",,Micronesian,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,151.75,7.33,Oceania,NG and Oceania
