LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
2614,trv,Seediq,"Seediq, Bu-Hwan, Che-Hwan, Daiya-Ataiyal, Hogo, Iboho, Paran, Saediq, Sazek, Sedek, Sedeq, Sediakk, Sedik, Seedek, Seedeq, Seedik, Sejiq, Shedekka, Taruku, Toda, Toroko, Truku, Taroko","Seediq, Seediq, Bu-Hwan, Che-Hwan, Daiya-Ataiyal, Hogo, Iboho, Paran, Saediq, Sazek, Sedek, Sedeq, Sediakk, Sedik, Seedek, Seedeq, Seedik, Sejiq, Shedekka, Taruku, Toda, Toroko, Truku, Taroko",,,,Atayalic,Austronesian,,Austronesian,121.42,24.17,Southeast Asia,S/SE Asia
2615,trw,Torwali,Torwali,"Torwali, Torwali",,Dardic (Northwestern Indo-Aryan),Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,72,34.25,Indic,S/SE Asia
2616,tsg,Tausug,Tausug,"Tausug, Tausug",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,121,6,Oceania,S/SE Asia
2617,tsj,Tshangla,"Sharchokpa, Cangluo Menba, Motuo Menba","Tshangla, Sharchokpa, Cangluo Menba, Motuo Menba",,,,Tsangla,Sino-Tibetan,,Sino-Tibetan,92.17,27.83,Indic,S/SE Asia
2618,tsm,Tí_rk Isaret Dili,Tí_rk Isaret Dili,"Tí_rk Isaret Dili, Tí_rk Isaret Dili",,,,,Tí_rk Isaret Dili,,Tí_rk Isaret Dili,34,39,Greater Mesopotamia,W and SW Eurasia
2619,tso,Tsonga,Tsonga,"Tsonga, Tsonga",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,32,-24,S Africa,Africa
2620,tsp,Toussian,Toussian,"Toussian, Toussian",,,,North Gur,Gur,Voltaic,"Gur, Voltaic",-4.67,11,African Savannah,Africa
2621,tsq,Sign Language Thai,Sign Language Thai,"Sign Language Thai, Sign Language Thai",,,,,Sign Language Thai,,Sign Language Thai,101,15,Southeast Asia,S/SE Asia
2622,tss,Sign Language Taiwanese,"Ziran Shouyu,Sign Language Taiwanese","Sign Language Taiwanese, Ziran Shouyu,Sign Language Taiwanese",,,,,Sign Language Taiwanese,,Sign Language Taiwanese,121,24,Southeast Asia,S/SE Asia
2623,tsv,Tsogo,Tsogo,"Tsogo, Tsogo",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,11.33,-1.5,S Africa,Africa
2624,tsn,Tswana,Tswana,"Tswana, Tswana",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,26,-24,S Africa,Africa
2625,tsu,Tsou,Tsou,"Tsou, Tsou",,,,Tsouic,Austronesian,,Austronesian,120.75,23.5,Southeast Asia,S/SE Asia
2626,tta,Tutelo,Tutelo,"Tutelo, Tutelo",,,,,Siouan,,Siouan,-78.75,37.67,E North America,E N America
2627,ttc,Teco,Teco,"Teco, Teco",,,Mamean,Quichean-Mamean (Eastern Maya),Mayan,,Mayan,-92.08,15.42,Mesoamerica,C America
2628,tti,Tobati,Tobati,"Tobati, Tobati",North New Guinea linkage,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,140.67,-2.58,N Coast New Guinea,NG and Oceania
2629,tet,Tetun,Tetun,"Tetun, Tetun",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,126,-9,Oceania,NG and Oceania
2630,tat,Tatar,Tatar,"Tatar, Tatar",,,Kipchak (Northwest Turkic),Common Turkic,Turkic,,Turkic,49.5,56,Inner Asia,N-C Asia
2631,ttt,Tat (Muslim),Tat (Muslim),"Tat (Muslim), Tat (Muslim)",,Southwest Iranian,Iranian,Indo-Iranian,Indo-European,,Indo-European,48.75,41.25,Greater Mesopotamia,W and SW Eurasia
2632,tty,Sikaritai,Sikaritai,"Sikaritai, Sikaritai",,,,Tariku,Lakes Plain,,Lakes Plain,138.25,-2.92,Interior New Guinea,NG and Oceania
2633,tub,Tubatulabal,Tubatulabal,"Tubatulabal, Tubatulabal",,,,Northern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-118.33,36,California,W N America
2634,tue,Tuyuca,Tuyuca,"Tuyuca, Tuyuca",,,,,Tucíçnoan,,Tucíçnoan,-70.08,0.5,NE South America,S America
2635,tuh,Taulil,Taulil,"Taulil, Taulil",,,,,East New Britain,Baining-Taulil,"East New Britain, Baining-Taulil",152.08,-4.42,N Coast New Guinea,NG and Oceania
2636,tui,Tupuri,Tupuri,"Tupuri, Tupuri",,,,,Adamawa-Ubangi,,Adamawa-Ubangi,14.75,10.17,African Savannah,Africa
2637,tuo,Tucano,Tucano,"Tucano, Tucano",,,,,Tucíçnoan,,Tucíçnoan,-69.17,0.5,NE South America,S America
2638,xed,Hdi,Hdi,"Hdi, Hdi",,,,Biu-Mandara (Central Chadic),Chadic,,Chadic,13.72,11.87,African Savannah,Africa
2639,tus,Tuscarora,Tuscarora,"Tuscarora, Tuscarora",,,Tuscarora-Nottoway,Northern Iroquoian,Iroquoian,,Iroquoian,-77.5,36,E North America,E N America
2640,ttm,Tutchone (Northern),Tutchone (Northern),"Tutchone (Northern), Tutchone (Northern)",,,,Athabaskan,Na-Dene,,Na-Dene,-137,63,Alaska-Oregon,W N America
2641,tuv,Turkana,Turkana,"Turkana, Turkana",,,Teso-Turkana,Eastern Nilotic,Nilotic,,Nilotic,35.5,3,S Africa,Africa
2642,tvk,Ambrym (Southeast),Southeast Ambrym,"Ambrym (Southeast), Southeast Ambrym",Central Vanuatu linkage,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,168.22,-16.3,Oceania,NG and Oceania
2643,tvo,Tidore,Tidore,"Tidore, Tidore",,,,North Halmaheran,West Papuan,,West Papuan,127.5,0.75,Oceania,NG and Oceania
2644,twa,Twana,Twana,"Twana, Twana",,,Central Coast Salish,Coast Salish,Salishan,,Salishan,-122.75,47.67,Alaska-Oregon,W N America
2645,aka,Akan,Akan,"Akan, Akan",,,,Potou-Tano,Kwa,,Kwa,-1.25,6.5,African Savannah,Africa
2646,txn,Tarangan (West),Tarangan (West),"Tarangan (West), Tarangan (West)",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,134.17,-6.5,Oceania,NG and Oceania
2647,txu,Kayapí_,"Cayapo,Kayapí_","Kayapí_, Cayapo,Kayapí_",,Northern Ge,Amazonian Ge,Ge,Macro-Ge,,Macro-Ge,-52,-9,NE South America,S America
2648,txx,Tatana',Tatana',"Tatana', Tatana'",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,115.5,5.5,Southeast Asia,S/SE Asia
2649,typ,Thaypan,"Thaypan, Kuku-Thaypan","Thaypan, Thaypan, Kuku-Thaypan",,,Rarmul Pama,Paman,Pama-Nyungan,,Pama-Nyungan,143.17,-14.83,N Australia,Australia
2650,tza,Sign Language Tanzania,Sign Language Tanzania,"Sign Language Tanzania, Sign Language Tanzania",,,,,Sign Language Tanzania,,Sign Language Tanzania,35,-6,S Africa,Africa
2651,tzb,Tzeltal (Bachají_n),Tzeltal (Bachají_n),"Tzeltal (Bachají_n), Tzeltal (Bachají_n)",,,Tzeltalan,Greater Tzeltalan,Mayan,,Mayan,-92,16.92,Mesoamerica,C America
2652,,Tzotzil,Tzotzil,"Tzotzil, Tzotzil",,,Tzeltalan,Greater Tzeltalan,Mayan,,Mayan,-92.67,16.5,Mesoamerica,C America
2653,tzn,Tugun,Tugun,"Tugun, Tugun",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,126.75,-7.72,Oceania,NG and Oceania
2654,tzs,Tzotzil (San Andrí©s),Tzotzil (San Andrí©s),"Tzotzil (San Andrí©s), Tzotzil (San Andrí©s)",,,Tzeltalan,Greater Tzeltalan,Mayan,,Mayan,-92.83,17,Mesoamerica,C America
2655,tzz,Tzotzil (Zinacantíçn),Tzotzil (Zinacantíçn),"Tzotzil (Zinacantíçn), Tzotzil (Zinacantíçn)",,,Tzeltalan,Greater Tzeltalan,Mayan,,Mayan,-92.83,16.83,Mesoamerica,C America
2656,uby,Ubykh,Ubykh,"Ubykh, Ubykh",,,,Abkhazian-Ubykh,West Caucasian,"Northwest Caucasian, Abkhaz-Adyghe","West Caucasian, Northwest Caucasian, Abkhaz-Adyghe",39.67,43.67,Greater Mesopotamia,W and SW Eurasia
2657,ude,Udihe,"Udihe, Udege","Udihe, Udihe, Udege",,,Central-Eastern Tungusic,Central Tungusic,Tungusic,,Tungusic,136.25,47.67,N Coast Asia,N-C Asia
2658,udl,Uldeme,Uldeme,"Uldeme, Uldeme",,,,Biu-Mandara (Central Chadic),Chadic,,Chadic,14.12,10.95,African Savannah,Africa
2659,ugn,Sign Language Ugandan,Sign Language Ugandan,"Sign Language Ugandan, Sign Language Ugandan",,,,,Sign Language Ugandan,,Sign Language Ugandan,32.5,1,S Africa,Africa
2660,ukr,Ukrainian,Ukrainian,"Ukrainian, Ukrainian",,East Slavic,Slavic,Balto-Slavic,Indo-European,,Indo-European,33,49,Inner Asia,N-C Asia
2661,uks,Sign Language Urubí_,Sign Language Urubí_,"Sign Language Urubí_, Sign Language Urubí_",,,,,Sign Language Urubí_,,Sign Language Urubí_,-46,-2.33,NE South America,S America
2662,sah,Yakut,Yakut,"Yakut, Yakut",,Siberian,Northern Turkish,Common Turkic,Turkic,,Turkic,130,62,Inner Asia,N-C Asia
2663,ulc,Ulcha,"Ulcha, Ulch, Ulchi","Ulcha, Ulcha, Ulch, Ulchi",,,Central-Western Tungusic,Central Tungusic,Tungusic,,Tungusic,140.33,52.25,N Coast Asia,N-C Asia
2664,uli,Ulithian,Ulithian,"Ulithian, Ulithian",,Micronesian,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,139.58,9.92,Oceania,NG and Oceania
2665,ulk,Meryam Mir,Meryam Mir,"Meryam Mir, Meryam Mir",,,,,Western Fly,,Western Fly,144.08,-9.92,N Australia,Australia
2666,uma,Sahaptin (Umatilla),Sahaptin (Umatilla),"Sahaptin (Umatilla), Sahaptin (Umatilla)",,,,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-118.5,45.67,Basin and Plains,E N America
2667,ubu,Kaugel,"Kaugel, Umbu-Ungu","Kaugel, Kaugel, Umbu-Ungu",,,,Hagen,Chimbu-Wahgi,,Chimbu-Wahgi,144,-6,Interior New Guinea,NG and Oceania
2668,umu,Munsee,Munsee,"Munsee, Munsee",,,,Algonquian,Algic,,Algic,-74.67,41.5,E North America,E N America
2669,unp,Worora,Worora,"Worora, Worora",,,,,Worrorran,,Worrorran,124.67,-15.67,N Australia,Australia
2670,upv,Atchin,Atchin,"Atchin, Atchin",Central Vanuatu linkage,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,167.33,-16,Oceania,NG and Oceania
2671,urd,Urdu,Urdu,"Urdu, Urdu",Hindi-Urdu,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,67,25,Indic,S/SE Asia
2672,ure,Uru,Uru,"Uru, Uru",,,,,Chipaya,,Chipaya,-69,-16.75,Andean,S America
2673,urh,Urhobo,Urhobo,"Urhobo, Urhobo",,,,Edoid,Benue-Congo,,Benue-Congo,6,5.58,African Savannah,Africa
2674,uri,Urim,Urim,"Urim, Urim",,,,,Urim,,Urim,142.67,-3.58,N Coast New Guinea,NG and Oceania
2675,urk,Urak Lawoi',Urak Lawoi',"Urak Lawoi', Urak Lawoi'",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,98.33,8,Southeast Asia,S/SE Asia
2676,ury,Orya,Orya,"Orya, Orya",,,,Tor,Orya-Mawes-Tor-Kwerba,,Orya-Mawes-Tor-Kwerba,139.83,-2.75,N Coast New Guinea,NG and Oceania
2677,uum,Urum,Urum,"Urum, Urum",,,Oghuz,Common Turkic,Turkic,,Turkic,37.55,47.12,Inner Asia,N-C Asia
2678,uur,Ura,Ura,"Ura, Ura",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,169.08,-18.67,Oceania,NG and Oceania
2679,uwa,Kugu Nganhcara,"Kugu Nganhcara, Kugu-Uwanh","Kugu Nganhcara, Kugu Nganhcara, Kugu-Uwanh",,,Northern Pama,Paman,Pama-Nyungan,,Pama-Nyungan,142,-14.42,N Australia,Australia
2680,uzb,Uzbek (Northern),Uzbek (Northern),"Uzbek (Northern), Uzbek (Northern)",,,Karluk (Southeastern Turkic),Common Turkic,Turkic,,Turkic,66.5,40.67,Inner Asia,N-C Asia
2681,vaf,Vafsi,Vafsi,"Vafsi, Vafsi",,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,,Indo-European,49.92,34.67,Greater Mesopotamia,W and SW Eurasia
2682,vag,Vagla,Vagla,"Vagla, Vagla",,,,South Gur,Gur,Voltaic,"Gur, Voltaic",-2.42,9.42,African Savannah,Africa
2683,vai,Vai,Vai,"Vai, Vai",,,,West Mande,Mande,,Mande,-11.25,6.92,African Savannah,Africa
2684,van,Walman,"Walman, Valman","Walman, Walman, Valman",,,,Wapei-Palei,Torricelli,,Torricelli,142.5,-3.22,N Coast New Guinea,NG and Oceania
2685,var,Guarijí_o,"Guarijí_o, Warihí_o, Varihí_o","Guarijí_o, Guarijí_o, Warihí_o, Varihí_o",,,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,,Uto-Aztecan,-108.67,27.75,Mesoamerica,C America
2686,vas,Vasavi,Vasavi,"Vasavi, Vasavi",,,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,71.5,24.5,Indic,S/SE Asia
2687,ved,Vedda,Vedda,"Vedda, Vedda",,Southwestern Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,,Indo-European,81,7,Indic,S/SE Asia
2688,ven,Venda,Venda,"Venda, Venda",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,30,-22,S Africa,Africa
2689,vep,Veps,"Vepsian, Veps","Veps, Vepsian, Veps",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,,Uralic,35,60,Inner Asia,N-C Asia
2690,viv,Iduna,"Iduna, Bwaidoga","Iduna, Iduna, Bwaidoga",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,150.25,-9.33,S New Guinea,NG and Oceania
2691,vkt,Kutai,Kutai,"Kutai, Kutai",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,116.67,-0.33,Southeast Asia,S/SE Asia
2692,vky,Kayu Agung,Kayu Agung,"Kayu Agung, Kayu Agung",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,104.92,-3.17,Southeast Asia,S/SE Asia
2693,nld,Dutch (Zeeuws),Dutch (Zeeuws),"Dutch (Zeeuws), Dutch (Zeeuws)",,,West Germanic,Germanic,Indo-European,,Indo-European,3.75,51.5,Europe,W and SW Eurasia
2695,vmw,Makua,"Makua, Central Makhuwa, Emakhuwa, Emakua, Macua, Makhuwa-Makhuwana, Makhuwwa of Nampula, Makoane, Makua, Maquoua, Emwaja, Enaharra (Maharra, Nahara, Emathipane), Enyara, Central Makua (Makhuwana, Makuana, Emakhuwana), Empamela (Nampamela), Enlai (Mulai)","Makua, Makua, Central Makhuwa, Emakhuwa, Emakua, Macua, Makhuwa-Makhuwana, Makhuwwa of Nampula, Makoane, Makua, Maquoua, Emwaja, Enaharra (Maharra, Nahara, Emathipane), Enyara, Central Makua (Makhuwana, Makuana, Emakhuwana), Empamela (Nampamela), Enlai (Mulai)",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,38.67,-15,S Africa,Africa
2696,vot,Votic,"Votic, Vot, Votian","Votic, Votic, Vot, Votian",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,,Uralic,30,59.5,Inner Asia,N-C Asia
2697,waa,Sahaptin (Northern),"Sahaptin (Northern), Walla Walla","Sahaptin (Northern), Sahaptin (Northern), Walla Walla",,,,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-120,46.5,Basin and Plains,E N America
2698,wgi,Wahgi,Wahgi,"Wahgi, Wahgi",,,,Wahgi,Chimbu-Wahgi,,Chimbu-Wahgi,144.72,-5.83,Interior New Guinea,NG and Oceania
2699,wls,Wallisian,"Wallisian, Uvea, East Uvea","Wallisian, Wallisian, Uvea, East Uvea",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,-176.2,-13.3,Oceania,NG and Oceania
2700,wam,Massachusett,"Massachusett, Massachusett, Massachusetts, Natick, Wampanoag","Massachusett, Massachusett, Massachusett, Massachusetts, Natick, Wampanoag",,,,Algonquian,Algic,,Algic,-71,42.5,E North America,E N America
2701,wap,Wapishana,Wapishana,"Wapishana, Wapishana",,,,,Arawakan,Maipurean,"Arawakan, Maipurean",-60,2.67,NE South America,S America
2702,waq,Wagiman,Wagiman,"Wagiman, Wagiman",,,,,Gunwingguan,,Gunwingguan,131.25,-14,N Australia,Australia
2703,wau,Wauríç,Wauríç,"Wauríç, Wauríç",,,,Xingu (S. Brasilian),Arawakan,Maipurean,"Arawakan, Maipurean",-53.5,-12.5,NE South America,S America
2704,waw,Wai Wai,Wai Wai,"Wai Wai, Wai Wai",,,,,Cariban,Carib,"Cariban, Carib",-59,1,NE South America,S America
2705,wax,Watam,Watam,"Watam, Watam",,Watam-Kaian,Watam-Gamay-Awar,Lower Ramu,Lower Sepik - Ramu,,Lower Sepik - Ramu,144.5,-3.92,N Coast New Guinea,NG and Oceania
2706,way,Wayana,Wayana,"Wayana, Wayana",,,,,Cariban,Carib,"Cariban, Carib",-54.17,3.25,NE South America,S America
2707,wal,Wolaytta,Wolaytta,"Wolaytta, Wolaytta",,,,,Omotic,,Omotic,37.75,6.83,Greater Abyssinia,Africa
2708,wbj,Alagwa,Alagwa,"Alagwa, Alagwa",,,,Southern Cushitic,Cushitic,,Cushitic,35.75,-5.5,S Africa,Africa
2709,wbl,Wakhi (Wakhan),Wakhi,"Wakhi (Wakhan), Wakhi",,Southeast Iranian,Iranian,Indo-Iranian,Indo-European,,Indo-European,72,36.5,Indic,S/SE Asia
2710,wbv,Watjarri,"Wadjari , Wajarri , Wadjeri,Watjarri","Watjarri, Wadjari , Wajarri , Wadjeri,Watjarri",,,Kartu,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,117.5,-26,S Australia,Australia
2711,wca,Yanomíçmi,Yanomíçmi,"Yanomíçmi, Yanomíçmi",,,,,Yanomaman,,Yanomaman,-63,2.33,NE South America,S America
2712,wdj,Bachamal,Bachamal,"Bachamal, Bachamal",,,,,Anson Bay,,Anson Bay,130.17,-13.17,N Australia,Australia
2713,wed,Wedau,Wedau,"Wedau, Wedau",Papuan Tip,Western Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,150.17,-10.17,S New Guinea,NG and Oceania
2714,dsb,Sorbian (Lower),"Sorbian (Lower), Niedersorbisch, Bas Sorabe, Wendish, Lusatian, Lower Lusatian, Dolnoserbski, Delnoserbski","Sorbian (Lower), Sorbian (Lower), Niedersorbisch, Bas Sorabe, Wendish, Lusatian, Lower Lusatian, Dolnoserbski, Delnoserbski",,West Slavic,Slavic,Balto-Slavic,Indo-European,,Indo-European,14.33,51.75,Europe,W and SW Eurasia
2715,wem,Wí©mí©nugbí©,Wí©mí©nugbí©,"Wí©mí©nugbí©, Wí©mí©nugbí©",,,,Gbe,Kwa,,Kwa,2.5,6.67,African Savannah,Africa
2716,hsb,Sorbian (Upper),Sorbian (Upper),"Sorbian (Upper), Sorbian (Upper)",,West Slavic,Slavic,Balto-Slavic,Indo-European,,Indo-European,14.5,51.83,Europe,W and SW Eurasia
2717,wep,German (Westphalian),German (Westphalian),"German (Westphalian), German (Westphalian)",,,West Germanic,Germanic,Indo-European,,Indo-European,7.5,52,Europe,W and SW Eurasia
2718,wer,Weri,Weri,"Weri, Weri",,,,,Goilalan,,Goilalan,146.92,-7.75,S New Guinea,NG and Oceania
2719,wgy,Warrgamay,Warrgamay,"Warrgamay, Warrgamay",,,,Dyirbalic,Pama-Nyungan,,Pama-Nyungan,146.08,-18.58,N Australia,Australia
2720,wib,Toussian (Win),Toussian (Win),"Toussian (Win), Toussian (Win)",,,,North Gur,Gur,Voltaic,"Gur, Voltaic",-4.67,10.83,African Savannah,Africa
2721,wig,Wik Ngathana,Wik Ngathana,"Wik Ngathana, Wik Ngathana",,,Northern Pama,Paman,Pama-Nyungan,,Pama-Nyungan,141.5,-13.92,N Australia,Australia
2722,wim,Wik Munkan,Wik Munkan,"Wik Munkan, Wik Munkan",,,Northern Pama,Paman,Pama-Nyungan,,Pama-Nyungan,141.75,-13.92,N Australia,Australia
2723,wiw,Wirangu,Wirangu,"Wirangu, Wirangu",,,Yura,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,134,-32,S Australia,Australia
2724,wlg,Gunbalang,"Gunbalang, Kunbarlang","Gunbalang, Gunbalang, Kunbarlang",,,,,Gunwingguan,,Gunwingguan,134,-12,N Australia,Australia
2725,wlo,Wolio,Wolio,"Wolio, Wolio",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,122.75,-5.5,Oceania,NG and Oceania
2726,cym,Welsh,Welsh,"Welsh, Welsh",,,Celtic,Italic-Celtic,Indo-European,,Indo-European,-3,52,Europe,W and SW Eurasia
2727,wms,Wambon,Wambon,"Wambon, Wambon",,,Dumut,Awyu-Dumut,Macro-Ok,,Macro-Ok,140.42,-5.5,Interior New Guinea,NG and Oceania
2728,wmt,Walmatjari,"Walmatjari, Walmajarri, Pililuna, Walmajiri, Walmatjari, Walmatjiri, Wolmeri","Walmatjari, Walmatjari, Walmajarri, Pililuna, Walmajiri, Walmatjari, Walmatjiri, Wolmeri",,,Ngumbin,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,125.75,-19.5,N Australia,Australia
2729,wnc,Wantoat,Wantoat,"Wantoat, Wantoat",,,Wantoat,Finisterre,Finisterre-Huon,,Finisterre-Huon,146.5,-6.17,N Coast New Guinea,NG and Oceania
2730,woa,Tyeraity,Tyeraity,"Tyeraity, Tyeraity",,,,,Northern Daly,,Northern Daly,130.33,-13,N Australia,Australia
2731,wob,Wobe,Wobe,"Wobe, Wobe",,,,West Kru,Kru,,Kru,-7.33,7.42,African Savannah,Africa
2732,woe,Woleaian,Woleaian,"Woleaian, Woleaian",,Micronesian,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,143.83,7.33,Oceania,NG and Oceania
2733,wog,Wogamusin,Wogamusin,"Wogamusin, Wogamusin",,,,Wogamusin-Chenapian,Sepik,,Sepik,142.33,-4.25,N Coast New Guinea,NG and Oceania
2734,woi,Woisika,"Woisika, Kamang","Woisika, Woisika, Kamang",,,Alor,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",124.83,-8.25,Oceania,NG and Oceania
2735,wol,Wolof,Wolof,"Wolof, Wolof",,,,,North Atlantic,,North Atlantic,-16,15.25,African Savannah,Africa
2736,wos,Hanga Hundi,Hanga Hundi,"Hanga Hundi, Hanga Hundi",,,,Middle Sepik (Ndu),Sepik,,Sepik,142.92,-3.83,N Coast New Guinea,NG and Oceania
2737,wrb,Warluwara,Warluwara,"Warluwara, Warluwara",,,Ngayardic,Southwestern Pama-Nyungan,Pama-Nyungan,,Pama-Nyungan,138.5,-22,S Australia,Australia
2738,wrg,Warrungu,"Warrungu, Gudjala, Gugu-Badhun, Warrongo","Warrungu, Warrungu, Gudjala, Gugu-Badhun, Warrongo",,,,Maric,Pama-Nyungan,,Pama-Nyungan,145,-18,N Australia,Australia
2739,wrp,Waropen,Waropen,"Waropen, Waropen",,,South Halmahera-Western New Guinea (SHWNG),Malayo-Polynesian,Austronesian,,Austronesian,136.58,-2.33,N Coast New Guinea,NG and Oceania
2740,war,Waray-Waray,Waray-Waray,"Waray-Waray, Waray-Waray",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,125,12,Oceania,S/SE Asia
2741,wti,Berta,Berta,"Berta, Berta",,,,,Berta,,Berta,35.5,8.85,Greater Abyssinia,Africa
2742,wuu,Wu,"Wu, Changzhou, Shanghai","Wu, Wu, Changzhou, Shanghai",,,Central Sinitic,Sinitic,Sino-Tibetan,,Sino-Tibetan,119.92,31.67,Southeast Asia,S/SE Asia
2743,wya,Wyandot,Wyandot,"Wyandot, Wyandot",,Huron-Wyandot,Five Nations-Huronian-Susquehannock (Proto-Lake Iroquoian),Northern Iroquoian,Iroquoian,,Iroquoian,-77.5,44.33,E North America,E N America
2744,wyy,Fijian (Wayan),Fijian (Wayan),"Fijian (Wayan), Fijian (Wayan)",Western Fijian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,,Austronesian,177.3,-17,Oceania,NG and Oceania
2745,xam,|Xam,/Xam,"|Xam, /Xam",,,,,!Ui-Taa,,!Ui-Taa,21,-31,S Africa,Africa
2746,xas,Kamass,Kamass,"Kamass, Kamass",,,Southern (Samoyedic),Samoyedic,Uralic,,Uralic,92,52,Inner Asia,N-C Asia
2747,xav,Xavante,"Xavante, Aäó»uwe Uptabi, Aäó»we, AkuíÈn, Akwen, Chavante, Crisca, Pusciti, Shavante, Tapacua, Xavíçnte","Xavante, Xavante, Aäó»uwe Uptabi, Aäó»we, AkuíÈn, Akwen, Chavante, Crisca, Pusciti, Shavante, Tapacua, Xavíçnte",,Central Ge,Amazonian Ge,Ge,Macro-Ge,,Macro-Ge,-52.5,-15,NE South America,S America
2748,xer,Xerí©nte,"Sherente,Xerí©nte","Xerí©nte, Sherente,Xerí©nte",,Central Ge,Amazonian Ge,Ge,Macro-Ge,,Macro-Ge,-48.17,-10,NE South America,S America
2749,xki,Sign Language Kenyan,Sign Language Kenyan,"Sign Language Kenyan, Sign Language Kenyan",,,,,Sign Language Kenyan,,Sign Language Kenyan,38,0,S Africa,Africa
2750,xkp,Kabatei,Kabatei,"Kabatei, Kabatei",,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,,Indo-European,49.42,36.75,Greater Mesopotamia,W and SW Eurasia
2751,,Mekens,"Mekens , Mekem , Mequem , Mequens , Mequen","Mekens, Mekens , Mekem , Mequem , Mequens , Mequen",,,,Tupari,Tupian,,Tupian,-61.5,-12.5,NE South America,S America
2752,xmf,Mingrelian,Mingrelian,"Mingrelian, Mingrelian",,,Zan,Georgian-Zan,Kartvelian,South Caucasian,"Kartvelian, South Caucasian",42,42.5,Greater Mesopotamia,W and SW Eurasia
2753,xmm,Manadonese,Manadonese,"Manadonese, Manadonese",,,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,124.83,1.5,Oceania,NG and Oceania
2754,xho,Xhosa,Xhosa,"Xhosa, Xhosa",,,Bantu (narrow),Bantoid,Benue-Congo,,Benue-Congo,27,-32,S Africa,Africa
2755,xra,KrahíÇ,"KraíÇ , CraíÇ, KrahíÇ","KrahíÇ, KraíÇ , CraíÇ, KrahíÇ",,Northern Ge,Amazonian Ge,Ge,Macro-Ge,,Macro-Ge,-48,-8,NE South America,S America
2756,xxk,Ke'o,Ke'o,"Ke'o, Ke'o",,,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,,Austronesian,121.25,-8.83,Oceania,NG and Oceania
