Variety,Subgroup,Family,ISO Code,Glottolog ID,AIATSIS Code,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,wagibaa dhaygal,wakipaː t̪ajkal,bald,"Ash, A. and Lissarrague, A. and Giacon, J",bald,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,mulamula,mulamula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.84291122144783,149.806501013693,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,bamba,pampa,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard (with force),adverb,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,manbu,manpu,flat,"Ash, A. and Lissarrague, A. and Giacon, J",flat,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,man.gaman.ga,mankamanka,flat,"Ash, A. and Lissarrague, A. and Giacon, J",flat,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,bulilbulil,pulilpulil,slippery,"Ash, A. and Lissarrague, A. and Giacon, J",slippery,adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,madhamadha,mat̪amat̪a,rough,"Ash, A. and Lissarrague, A. and Giacon, J",rough,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,muurr,muːr,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,nhunduu,n̪untuː,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,gayn.gayn,kajnkajn,smooth,"Ash, A. and Lissarrague, A. and Giacon, J",smooth,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,ngandanganda,ŋantaŋanta,shiny,"Ash, A. and Lissarrague, A. and Giacon, J",shiny,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Yuwaaliyaay,Central NSW,Pama-Nyungan,kld,yuwa1243,D54*,4,Yuwaaliyaay,dhalaybaa,t̪alajpaː,sharp,"Ash, A. and Lissarrague, A. and Giacon, J",sharp,Adj,-29.84291122144783,149.806501013693,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,bamba,pampa,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard (with force),adverb,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,biirra gawugaa,piːra kawukaː,bald,"Ash, A. and Lissarrague, A. and Giacon, J",bald head,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,burabura,puɹapuɹa,bony,"Ash, A. and Lissarrague, A. and Giacon, J",bony,adjective,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,guniyal,kunijal,flat,"Ash, A. and Lissarrague, A. and Giacon, J",flat,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,guuyalaraay,kuːjalaɹaːj,shiny,"Ash, A. and Lissarrague, A. and Giacon, J",shiny,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,madhamadha,mat̪amat̪a,rough,"Ash, A. and Lissarrague, A. and Giacon, J",rough,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mugu,muku,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,mulamula,mulamula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.91686548094372,149.6172318830019,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,man.gaman.ga,mankamanka,flat,"Ash, A. and Lissarrague, A. and Giacon, J",flat,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,muurr,muːr,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,ngaarr,ŋaːr,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,nhunduu,n̪untuː,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,walan,walan,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,walan,walan,solid,"Ash, A. and Lissarrague, A. and Giacon, J",solid,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,walanbaa,walanpaː,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,wirraa-y,wiraː-j,limp,"Ash, A. and Lissarrague, A. and Giacon, J",limp,Vi,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Gamilaraay,Central NSW,Pama-Nyungan,kld,gami1243,D23,1023,Gamilaraay,yadhala,jat̪ala,sharp,"Ash, A. and Lissarrague, A. and Giacon, J",sharp,Adj,-29.91686548094372,149.6172318830019,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,bamba,pampa,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard (with force),adverb,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,bulilbulil,pulilpulil,slippery,"Ash, A. and Lissarrague, A. and Giacon, J",slippery,adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,buyabuya,pujapuja,bony,"Ash, A. and Lissarrague, A. and Giacon, J",bony,adjective,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,dhalaybaa,t̪alajpaː,sharp,"Ash, A. and Lissarrague, A. and Giacon, J",sharp,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,giliin,kiliːn,clean,"Ash, A. and Lissarrague, A. and Giacon, J",clean,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,madhamadha,mat̪amat̪a,rough,"Ash, A. and Lissarrague, A. and Giacon, J",rough,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,man.gaman.ga,mankamanka,flat,"Ash, A. and Lissarrague, A. and Giacon, J",flat,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,muga,muka,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,mula,mula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.85302243209663,147.9291115132208,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,mulamula,mulamula,soft,"Ash, A. and Lissarrague, A. and Giacon, J",soft,Adj,-29.85302243209663,147.9291115132208,*mula,N/A,(a fluid),"Could the 'unclear' Kurrama etc words be related to mulha, mula, etc a widespread word for 'cooked (meat)?'"
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,muurr,muːr,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,nhunduu,n̪untuː,blunt,"Ash, A. and Lissarrague, A. and Giacon, J",blunt,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,wagibaa dhaygal,wakipaː t̪ajkal,bald,"Ash, A. and Lissarrague, A. and Giacon, J",bald,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walan,walan,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walan,walan,solid,"Ash, A. and Lissarrague, A. and Giacon, J",solid,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walan,walan,tough,"Ash, A. and Lissarrague, A. and Giacon, J",tough,adjective,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walanbaa,walanpaː,hard,"Ash, A. and Lissarrague, A. and Giacon, J",hard,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walanbaa,walanpaː,solid,"Ash, A. and Lissarrague, A. and Giacon, J",solid,Adj,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,walanbaa,walanpaː,tough,"Ash, A. and Lissarrague, A. and Giacon, J",tough,adjective,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Yuwaalaraay,Central NSW,Pama-Nyungan,kld,yuwa1242,D27,5,Yuwaalaraay,wirraa-y,wiraː-j,limp,"Ash, A. and Lissarrague, A. and Giacon, J",limp,Vi,-29.85302243209663,147.9291115132208,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,balbarr,palpar,bald,Gedda Aklif,bald,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,buna,puna,blunt,Gedda Aklif,blunt,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,diiwa,tiːwa,hard,Gedda Aklif,"hard, strong",Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,garrya,karja,sharp,Gedda Aklif,sharp,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,ngurbu,ŋuɹpu,soft,Gedda Aklif,soft,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,garrja,kaɹʈja,sharp,Gedda Aklif,sharp,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,aalaliny,aːlaliɲ,smooth,"Aklif, Gedda and Bowern, Claire",smooth,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,barrarr,parar,stiff,"Aklif, Gedda and Bowern, Claire",stiff,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,birrgal,pirkal,hard,"Aklif, Gedda and Bowern, Claire",hard,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,diiwa -joo-,tiːwa cu,hard,"Aklif, Gedda and Bowern, Claire",hard,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,garrarra,karara,brittle,"Aklif, Gedda and Bowern, Claire",brittle,NA,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,jaabi,caːpi,sharp,"Aklif, Gedda and Bowern, Claire",sharp,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,-jayaya-,-cajaja-,limp,"Aklif, Gedda and Bowern, Claire",limp,Vi,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,lanybal,laɲpal,flat,"Aklif, Gedda and Bowern, Claire",flat,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,-moorna-,-muɳa-,clean,"Aklif, Gedda and Bowern, Claire",clean,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,-ngoombi-,-ŋumpi-,clean,"Aklif, Gedda and Bowern, Claire",clean,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,nuumboo,nuːmpu,blunt,"Aklif, Gedda and Bowern, Claire",blunt,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,ranyi -(i)nya-,ɹaɲi (i)ɲa,clean,"Aklif, Gedda and Bowern, Claire",clear away,NA,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,deo,teo,hard,Nekes and Worms,"hard, tough",Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,ŋob,ŋop,soft,Nekes and Worms,soft,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,boṇ,poṇ,blunt,Nekes and Worms,blunt,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,barar,paɹaɹ,stiff,Nekes and Worms,stiff,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,oṛar,oɹ̣aɹ,stiff,Nekes and Worms,stiff,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,alalinj,alaliɲ,slippery,Nekes and Worms,"slippery, smooth, flat",NA,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Bardi,Western Nyulnyulan,Nyulnyulan,bcj,bard1255,K15,1198,Bardi,djoṛbar,coɹ̣paɹ,stiff,Nekes and Worms,stiff,Adj,-16.5030267809473,122.9331577081408,NA,NA,NA,NA
Yawuru,Eastern Nyulnyulan,Nyulnyulan,ywr,yawu1244,K48*,43,Yawuru,dela,dela,hard,Nekes and Worms,"hard, tough",Adj,-18.20094984476134,122.5732262509664,NA,NA,NA,NA
Yawuru,Eastern Nyulnyulan,Nyulnyulan,ywr,yawu1244,K48*,43,Yawuru,domo,domo,blunt,Nekes and Worms,blunt,Adj,-18.20094984476134,122.5732262509664,NA,NA,NA,NA
Yawuru,Eastern Nyulnyulan,Nyulnyulan,ywr,yawu1244,K48*,43,Yawuru,djir,jiɹ,stiff,Nekes and Worms,stiff,Adj,-18.20094984476134,122.5732262509664,NA,NA,NA,NA
Yawuru,Eastern Nyulnyulan,Nyulnyulan,ywr,yawu1244,K48*,43,Yawuru,ŋobo,ŋobo,soft,Nekes and Worms,soft,Adj,-18.20094984476134,122.5732262509664,NA,NA,NA,NA
Yawuru,Eastern Nyulnyulan,Nyulnyulan,ywr,yawu1244,K48*,43,Yawuru,yaralj,jaɹaʎ,slippery,Nekes and Worms,slippery,adj,-18.20094984476134,122.5732262509664,NA,NA,NA,NA
Yawuru,Eastern Nyulnyulan,Nyulnyulan,ywr,yawu1244,K48*,43,Yawuru,ŋodjila,ŋojila,soft,Nekes and Worms,soft,Adj,-18.20094984476134,122.5732262509664,NA,NA,NA,NA
Yawuru,Eastern Nyulnyulan,Nyulnyulan,ywr,yawu1244,K48*,43,Yawuru,yarjalj,jaɹjaʎ,slippery,Nekes and Worms,slippery,adj,-18.20094984476134,122.5732262509664,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,dela,tela,hard,Nekes and Worms,"hard, tough",Adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,domo,tomo,blunt,Nekes and Worms,blunt,Adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,djir,ciɹ,stiff,Nekes and Worms,stiff,Adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,ŋobo,ŋopo,soft,Nekes and Worms,soft,Adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,yaralj,jaɹaʎ,slippery,Nekes and Worms,slippery,adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,ŋodjila,ŋocila,soft,Nekes and Worms,soft,Adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,deo,teo,hard,Nekes and Worms,"hard, tough",Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,ŋob,ŋop,soft,Nekes and Worms,soft,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,boṇ,poṇ,blunt,Nekes and Worms,blunt,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,yarjalj,jaʈjaʎ,slippery,Nekes and Worms,slippery,adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,badabad nalm,patapat nalm,bald,Nekes and Worms,bald head,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,djoṛbar,coɹ̣paɹ,stiff,Nekes and Worms,stiff,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nimanburru,Western Nyulnyulan,Nyulnyulan,nmp,nima1245,K9,492,Nimanburru,deo,deo,hard,Nekes and Worms,"hard, tough",Adj,-17.32739252133048,123.0695845405872,NA,NA,NA,NA
Nimanburru,Western Nyulnyulan,Nyulnyulan,nmp,nima1245,K9,492,Nimanburru,ŋob,ŋob,soft,Nekes and Worms,soft,Adj,-17.32739252133048,123.0695845405872,NA,NA,NA,NA
Nimanburru,Western Nyulnyulan,Nyulnyulan,nmp,nima1245,K9,492,Nimanburru,boṇ,boṇ,blunt,Nekes and Worms,blunt,Adj,-17.32739252133048,123.0695845405872,NA,NA,NA,NA
Nimanburru,Western Nyulnyulan,Nyulnyulan,nmp,nima1245,K9,492,Nimanburru,barar,baɹaɹ,stiff,Nekes and Worms,stiff,Adj,-17.32739252133048,123.0695845405872,NA,NA,NA,NA
Nimanburru,Western Nyulnyulan,Nyulnyulan,nmp,nima1245,K9,492,Nimanburru,yarjalj,jaɹjaʎ,slippery,Nekes and Worms,slippery,adj,-17.32739252133048,123.0695845405872,NA,NA,NA,NA
Nimanburru,Western Nyulnyulan,Nyulnyulan,nmp,nima1245,K9,492,Nimanburru,djoṛbar,joɹ̣baɹ,stiff,Nekes and Worms,stiff,Adj,-17.32739252133048,123.0695845405872,NA,NA,NA,NA
Nimanburru,Western Nyulnyulan,Nyulnyulan,nmp,nima1245,K9,492,Nimanburru,walalinj,walaliɲ,slippery,Nekes and Worms,slippery,adj,-17.32739252133048,123.0695845405872,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,balbarrabool,balbarabul,bald,NA,bald,Adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,"noombo, noomboo neelirr",noːmbo,blunt,NA,blunt,Adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,"weera, lalga womba",weːɹa,bony,NA,bony,NA,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,deoo,<deoː>,firm,NA,firm,Adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,"b?la, baala",baːla,flat,NA,flat,Adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,yarral,<jaral>,slippery,NA,slippery,adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,mabboo,<mabboː>,smooth,NA,smooth,Adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Ngumbarl,Eastern Nyulnyulan,Nyulnyulan,?wyb,ngum1253,K4,511,Ngumbarl,ngoorjila,<ngoːɹjila>,soft,NA,soft,Adj,-17.53716033167734,122.4292370976321,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,yaralj,jaɹaʎ,slippery,Nekes and Worms,slippery,adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyikina,Eastern Nyulnyulan,Nyulnyulan,nyh,nyig1240,K3,460,Nyikina,ŋodjila,ŋocila,soft,Nekes and Worms,soft,Adj,-18.20260281899327,124.2885678663105,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,ŋob,ŋop,soft,Nekes and Worms,soft,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,boṇ,poṇ,blunt,Nekes and Worms,blunt,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,yarjalj,jaʈjaʎ,slippery,Nekes and Worms,slippery,adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,badabad nalm,patapat nalm,bald,Nekes and Worms,bald head,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Nyulnyul,Western Nyulnyulan,Nyulnyulan,nyv,nyul1247,K13,456,Nyulnyul,djoṛbar,coɹ̣paɹ,stiff,Nekes and Worms,stiff,Adj,-16.87658867744711,122.8231991037238,NA,NA,NA,NA
Coonambella,Dyirbalic,Pama-Nyungan,NA,wulg1239,Y155*,1129,Coonambella,booma,boːma,clean,NA,to clean,V,-19.85,146.34,NA,NA,NA,NA
