participant,overall.dur,roughness,stimulus,etymology.source,all.r,all.l
R_3QR929IrgiCVniq,519,-5.23,finom,romance,0,0
R_2t6dfZt35dI0dhl,682,-4.22,finom,romance,0,0
R_3Po5gbqeIdAHi9l,668,-2.9,finom,romance,0,0
R_32Mja3MNPo5Np98,536,-5.25,finom,romance,0,0
R_3qsVbzSPnkEZ9Pu,483,-3.25,finom,romance,0,0
R_qBZVAGbiygl16yR,674,0,finom,romance,0,0
R_3MEgzBiFCJBMAUN,457,-5.28,finom,romance,0,0
R_rkYNuZF0SgK0JGh,732,-5.01,finom,romance,0,0
R_29oCgZSCYIJePHg,792,-4.71,finom,romance,0,0
R_2pY9bqFFpuTAS1a,284,-7,finom,romance,0,0
R_1GwflvMIvtpVDSz,652,-5.88,finom,romance,0,0
R_3CHocKls9HFwIp0,569,0.45,fodros,innovation,1,0
R_231pwiLAC5ZSwkg,588,0.41,fodros,innovation,1,0
R_pK6D4qIrzWOHXrj,774,0,fodros,innovation,1,0
R_8nZbxNURhEAQ0wN,768,-1.24,fodros,innovation,1,0
R_1KmaYsKDeil9Ulu,630,2.96,fodros,innovation,1,0
R_2f73AcR8uA82XLd,773,0,fodros,innovation,1,0
R_3ELPEMeSqeojjKD,4499,3.68,fodros,innovation,1,0
R_29QlGRes7a1ZuSt,1006,0,fodros,innovation,1,0
R_AgvhV0T99Hi9hAt,4604,1.24,fodros,innovation,1,0
R_3QR929IrgiCVniq,519,1.46,fodros,innovation,1,0
R_2t6dfZt35dI0dhl,682,3.17,fodros,innovation,1,0
R_3Po5gbqeIdAHi9l,668,0,fodros,innovation,1,0
R_32Mja3MNPo5Np98,536,0,fodros,innovation,1,0
R_3qsVbzSPnkEZ9Pu,483,2.11,fodros,innovation,1,0
R_qBZVAGbiygl16yR,674,1.19,fodros,innovation,1,0
R_3MEgzBiFCJBMAUN,457,-1.36,fodros,innovation,1,0
R_rkYNuZF0SgK0JGh,732,-0.45,fodros,innovation,1,0
R_29oCgZSCYIJePHg,792,-0.67,fodros,innovation,1,0
R_2pY9bqFFpuTAS1a,284,7,fodros,innovation,1,0
R_1GwflvMIvtpVDSz,652,1.2,fodros,innovation,1,0
R_3CHocKls9HFwIp0,569,4.53,fogazott,from other,0,0
R_231pwiLAC5ZSwkg,588,5.17,fogazott,from other,0,0
R_pK6D4qIrzWOHXrj,774,3.06,fogazott,from other,0,0
R_8nZbxNURhEAQ0wN,768,3.41,fogazott,from other,0,0
R_1KmaYsKDeil9Ulu,630,3.37,fogazott,from other,0,0
R_2f73AcR8uA82XLd,773,0,fogazott,from other,0,0
R_3ELPEMeSqeojjKD,4499,5.53,fogazott,from other,0,0
R_29QlGRes7a1ZuSt,1006,2.61,fogazott,from other,0,0
R_AgvhV0T99Hi9hAt,4604,5.34,fogazott,from other,0,0
R_3QR929IrgiCVniq,519,5.32,fogazott,from other,0,0
R_2t6dfZt35dI0dhl,682,6.03,fogazott,from other,0,0
R_3Po5gbqeIdAHi9l,668,3.75,fogazott,from other,0,0
R_32Mja3MNPo5Np98,536,6.17,fogazott,from other,0,0
R_3qsVbzSPnkEZ9Pu,483,6.91,fogazott,from other,0,0
R_qBZVAGbiygl16yR,674,4.25,fogazott,from other,0,0
R_3MEgzBiFCJBMAUN,457,6.01,fogazott,from other,0,0
R_rkYNuZF0SgK0JGh,732,4.34,fogazott,from other,0,0
R_29oCgZSCYIJePHg,792,6.31,fogazott,from other,0,0
R_2pY9bqFFpuTAS1a,284,6.25,fogazott,from other,0,0
R_1GwflvMIvtpVDSz,652,3.67,fogazott,from other,0,0
R_3CHocKls9HFwIp0,569,-3.93,folyamatos,from other,0,0
R_231pwiLAC5ZSwkg,588,0,folyamatos,from other,0,0
R_pK6D4qIrzWOHXrj,774,0,folyamatos,from other,0,0
R_8nZbxNURhEAQ0wN,768,0,folyamatos,from other,0,0
R_1KmaYsKDeil9Ulu,630,-5.52,folyamatos,from other,0,0
R_2f73AcR8uA82XLd,773,-3.19,folyamatos,from other,0,0
R_3ELPEMeSqeojjKD,4499,-5.74,folyamatos,from other,0,0
R_29QlGRes7a1ZuSt,1006,0,folyamatos,from other,0,0
R_AgvhV0T99Hi9hAt,4604,0,folyamatos,from other,0,0
R_3QR929IrgiCVniq,519,-4.69,folyamatos,from other,0,0
R_2t6dfZt35dI0dhl,682,-6.05,folyamatos,from other,0,0
R_3Po5gbqeIdAHi9l,668,-1.62,folyamatos,from other,0,0
R_32Mja3MNPo5Np98,536,0,folyamatos,from other,0,0
R_3qsVbzSPnkEZ9Pu,483,-4.29,folyamatos,from other,0,0
R_qBZVAGbiygl16yR,674,-2.96,folyamatos,from other,0,0
R_3MEgzBiFCJBMAUN,457,-1.1,folyamatos,from other,0,0
R_rkYNuZF0SgK0JGh,732,-4.59,folyamatos,from other,0,0
R_29oCgZSCYIJePHg,792,-4.61,folyamatos,from other,0,0
R_2pY9bqFFpuTAS1a,284,-7,folyamatos,from other,0,0
R_1GwflvMIvtpVDSz,652,-4.24,folyamatos,from other,0,0
R_3CHocKls9HFwIp0,569,0,fémes,innovation,0,0
R_231pwiLAC5ZSwkg,588,-0.99,fémes,innovation,0,0
R_pK6D4qIrzWOHXrj,774,0,fémes,innovation,0,0
R_8nZbxNURhEAQ0wN,768,0,fémes,innovation,0,0
R_1KmaYsKDeil9Ulu,630,-2.37,fémes,innovation,0,0
R_2f73AcR8uA82XLd,773,-4.1,fémes,innovation,0,0
R_3ELPEMeSqeojjKD,4499,-5.1,fémes,innovation,0,0
R_29QlGRes7a1ZuSt,1006,-5.68,fémes,innovation,0,0
R_AgvhV0T99Hi9hAt,4604,0,fémes,innovation,0,0
R_3QR929IrgiCVniq,519,1.3,fémes,innovation,0,0
R_2t6dfZt35dI0dhl,682,0,fémes,innovation,0,0
R_3Po5gbqeIdAHi9l,668,0,fémes,innovation,0,0
R_32Mja3MNPo5Np98,536,-7,fémes,innovation,0,0
R_3qsVbzSPnkEZ9Pu,483,-5.24,fémes,innovation,0,0
R_qBZVAGbiygl16yR,674,-4.16,fémes,innovation,0,0
R_3MEgzBiFCJBMAUN,457,2.96,fémes,innovation,0,0
R_rkYNuZF0SgK0JGh,732,-6.51,fémes,innovation,0,0
R_29oCgZSCYIJePHg,792,-4.18,fémes,innovation,0,0
R_2pY9bqFFpuTAS1a,284,0.04,fémes,innovation,0,0
R_1GwflvMIvtpVDSz,652,-5.5,fémes,innovation,0,0
R_3CHocKls9HFwIp0,569,3.35,gubancos,from other,0,0
R_231pwiLAC5ZSwkg,588,0.63,gubancos,from other,0,0
R_pK6D4qIrzWOHXrj,774,2.18,gubancos,from other,0,0
R_8nZbxNURhEAQ0wN,768,-1.77,gubancos,from other,0,0
R_1KmaYsKDeil9Ulu,630,3.65,gubancos,from other,0,0
R_2f73AcR8uA82XLd,773,3.31,gubancos,from other,0,0
R_3ELPEMeSqeojjKD,4499,7,gubancos,from other,0,0
R_29QlGRes7a1ZuSt,1006,2.33,gubancos,from other,0,0
R_AgvhV0T99Hi9hAt,4604,2.9,gubancos,from other,0,0
R_3QR929IrgiCVniq,519,1.64,gubancos,from other,0,0
R_2t6dfZt35dI0dhl,682,3.21,gubancos,from other,0,0
R_3Po5gbqeIdAHi9l,668,2.19,gubancos,from other,0,0
R_32Mja3MNPo5Np98,536,3.06,gubancos,from other,0,0
R_3qsVbzSPnkEZ9Pu,483,4.01,gubancos,from other,0,0
R_qBZVAGbiygl16yR,674,1.17,gubancos,from other,0,0
R_3MEgzBiFCJBMAUN,457,-1.36,gubancos,from other,0,0
R_rkYNuZF0SgK0JGh,732,2.58,gubancos,from other,0,0
R_29oCgZSCYIJePHg,792,2.29,gubancos,from other,0,0
R_2pY9bqFFpuTAS1a,284,4.77,gubancos,from other,0,0
R_1GwflvMIvtpVDSz,652,1.72,gubancos,from other,0,0
R_3CHocKls9HFwIp0,569,2.44,gyapjas,turkic,0,0
R_231pwiLAC5ZSwkg,588,1.08,gyapjas,turkic,0,0
R_pK6D4qIrzWOHXrj,774,-3.54,gyapjas,turkic,0,0
R_8nZbxNURhEAQ0wN,768,-2.41,gyapjas,turkic,0,0
R_1KmaYsKDeil9Ulu,630,3.1,gyapjas,turkic,0,0
R_2f73AcR8uA82XLd,773,0,gyapjas,turkic,0,0
R_3ELPEMeSqeojjKD,4499,-3.2,gyapjas,turkic,0,0
R_29QlGRes7a1ZuSt,1006,-5.96,gyapjas,turkic,0,0
R_AgvhV0T99Hi9hAt,4604,1.03,gyapjas,turkic,0,0
R_3QR929IrgiCVniq,519,-2.11,gyapjas,turkic,0,0
R_2t6dfZt35dI0dhl,682,-0.85,gyapjas,turkic,0,0
R_3Po5gbqeIdAHi9l,668,0,gyapjas,turkic,0,0
R_32Mja3MNPo5Np98,536,0,gyapjas,turkic,0,0
R_3qsVbzSPnkEZ9Pu,483,3.49,gyapjas,turkic,0,0
R_qBZVAGbiygl16yR,674,-4.95,gyapjas,turkic,0,0
R_3MEgzBiFCJBMAUN,457,2.01,gyapjas,turkic,0,0
R_rkYNuZF0SgK0JGh,732,1.46,gyapjas,turkic,0,0
R_29oCgZSCYIJePHg,792,-1.52,gyapjas,turkic,0,0
R_2pY9bqFFpuTAS1a,284,4.32,gyapjas,turkic,0,0
R_1GwflvMIvtpVDSz,652,1.12,gyapjas,turkic,0,0
R_3CHocKls9HFwIp0,569,0,gyöngyös,turkic,0,0
R_231pwiLAC5ZSwkg,588,2.74,gyöngyös,turkic,0,0
R_pK6D4qIrzWOHXrj,774,-2.53,gyöngyös,turkic,0,0
R_8nZbxNURhEAQ0wN,768,-3.67,gyöngyös,turkic,0,0
R_1KmaYsKDeil9Ulu,630,4.34,gyöngyös,turkic,0,0
R_2f73AcR8uA82XLd,773,-0.53,gyöngyös,turkic,0,0
R_3ELPEMeSqeojjKD,4499,2.35,gyöngyös,turkic,0,0
R_29QlGRes7a1ZuSt,1006,0,gyöngyös,turkic,0,0
R_AgvhV0T99Hi9hAt,4604,1.12,gyöngyös,turkic,0,0
R_3QR929IrgiCVniq,519,-4.1,gyöngyös,turkic,0,0
R_2t6dfZt35dI0dhl,682,2.11,gyöngyös,turkic,0,0
R_3Po5gbqeIdAHi9l,668,0,gyöngyös,turkic,0,0
R_32Mja3MNPo5Np98,536,-2.19,gyöngyös,turkic,0,0
R_3qsVbzSPnkEZ9Pu,483,1.45,gyöngyös,turkic,0,0
R_qBZVAGbiygl16yR,674,-1.81,gyöngyös,turkic,0,0
R_3MEgzBiFCJBMAUN,457,-4.34,gyöngyös,turkic,0,0
R_rkYNuZF0SgK0JGh,732,0.55,gyöngyös,turkic,0,0
R_29oCgZSCYIJePHg,792,5.38,gyöngyös,turkic,0,0
R_2pY9bqFFpuTAS1a,284,-7,gyöngyös,turkic,0,0
R_1GwflvMIvtpVDSz,652,5.99,gyöngyös,turkic,0,0
R_3CHocKls9HFwIp0,569,1.4,gyűrött,unknown,1,0
R_231pwiLAC5ZSwkg,588,1.66,gyűrött,unknown,1,0
R_pK6D4qIrzWOHXrj,774,2.14,gyűrött,unknown,1,0
R_8nZbxNURhEAQ0wN,768,-3.49,gyűrött,unknown,1,0
R_1KmaYsKDeil9Ulu,630,3.7,gyűrött,unknown,1,0
R_2f73AcR8uA82XLd,773,-1.1,gyűrött,unknown,1,0
R_3ELPEMeSqeojjKD,4499,2.68,gyűrött,unknown,1,0
R_29QlGRes7a1ZuSt,1006,0.69,gyűrött,unknown,1,0
R_AgvhV0T99Hi9hAt,4604,0.73,gyűrött,unknown,1,0
R_3QR929IrgiCVniq,519,2.43,gyűrött,unknown,1,0
R_2t6dfZt35dI0dhl,682,2.11,gyűrött,unknown,1,0
R_3Po5gbqeIdAHi9l,668,1.46,gyűrött,unknown,1,0
R_32Mja3MNPo5Np98,536,-4,gyűrött,unknown,1,0
R_3qsVbzSPnkEZ9Pu,483,1.78,gyűrött,unknown,1,0
R_qBZVAGbiygl16yR,674,3.16,gyűrött,unknown,1,0
R_3MEgzBiFCJBMAUN,457,-1.2,gyűrött,unknown,1,0
R_rkYNuZF0SgK0JGh,732,2.07,gyűrött,unknown,1,0
R_29oCgZSCYIJePHg,792,2.09,gyűrött,unknown,1,0
R_2pY9bqFFpuTAS1a,284,7,gyűrött,unknown,1,0
R_1GwflvMIvtpVDSz,652,4.34,gyűrött,unknown,1,0
R_3CHocKls9HFwIp0,569,3.39,göröngyös,from other,1,0
R_231pwiLAC5ZSwkg,588,3.51,göröngyös,from other,1,0
R_pK6D4qIrzWOHXrj,774,3.84,göröngyös,from other,1,0
R_8nZbxNURhEAQ0wN,768,3.69,göröngyös,from other,1,0
R_1KmaYsKDeil9Ulu,630,4.62,göröngyös,from other,1,0
R_2f73AcR8uA82XLd,773,3.19,göröngyös,from other,1,0
R_3ELPEMeSqeojjKD,4499,4.79,göröngyös,from other,1,0
R_29QlGRes7a1ZuSt,1006,6.89,göröngyös,from other,1,0
R_AgvhV0T99Hi9hAt,4604,1.83,göröngyös,from other,1,0
R_3QR929IrgiCVniq,519,1.85,göröngyös,from other,1,0
R_2t6dfZt35dI0dhl,682,4.22,göröngyös,from other,1,0
R_3Po5gbqeIdAHi9l,668,6.21,göröngyös,from other,1,0
R_32Mja3MNPo5Np98,536,4.06,göröngyös,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,7,göröngyös,from other,1,0
R_qBZVAGbiygl16yR,674,2.16,göröngyös,from other,1,0
R_3MEgzBiFCJBMAUN,457,3.79,göröngyös,from other,1,0
R_rkYNuZF0SgK0JGh,732,3.67,göröngyös,from other,1,0
R_29oCgZSCYIJePHg,792,6.86,göröngyös,from other,1,0
R_2pY9bqFFpuTAS1a,284,6.01,göröngyös,from other,1,0
R_1GwflvMIvtpVDSz,652,4.36,göröngyös,from other,1,0
R_3CHocKls9HFwIp0,569,3.49,homokos,turkic,0,0
R_231pwiLAC5ZSwkg,588,2.8,homokos,turkic,0,0
R_pK6D4qIrzWOHXrj,774,2.47,homokos,turkic,0,0
R_8nZbxNURhEAQ0wN,768,2.86,homokos,turkic,0,0
R_1KmaYsKDeil9Ulu,630,2.22,homokos,turkic,0,0
R_2f73AcR8uA82XLd,773,0,homokos,turkic,0,0
R_3ELPEMeSqeojjKD,4499,1.92,homokos,turkic,0,0
R_29QlGRes7a1ZuSt,1006,3.93,homokos,turkic,0,0
R_AgvhV0T99Hi9hAt,4604,4.1,homokos,turkic,0,0
R_3QR929IrgiCVniq,519,4.18,homokos,turkic,0,0
R_2t6dfZt35dI0dhl,682,1.79,homokos,turkic,0,0
R_3Po5gbqeIdAHi9l,668,-1.87,homokos,turkic,0,0
R_32Mja3MNPo5Np98,536,0,homokos,turkic,0,0
R_3qsVbzSPnkEZ9Pu,483,-1.78,homokos,turkic,0,0
R_qBZVAGbiygl16yR,674,2.18,homokos,turkic,0,0
R_3MEgzBiFCJBMAUN,457,2.33,homokos,turkic,0,0
R_rkYNuZF0SgK0JGh,732,1.83,homokos,turkic,0,0
R_29oCgZSCYIJePHg,792,7,homokos,turkic,0,0
R_2pY9bqFFpuTAS1a,284,-7,homokos,turkic,0,0
R_1GwflvMIvtpVDSz,652,1.87,homokos,turkic,0,0
R_3CHocKls9HFwIp0,569,0,homorú,from other,1,0
R_231pwiLAC5ZSwkg,588,0,homorú,from other,1,0
R_pK6D4qIrzWOHXrj,774,0.02,homorú,from other,1,0
R_8nZbxNURhEAQ0wN,768,0,homorú,from other,1,0
R_1KmaYsKDeil9Ulu,630,2.39,homorú,from other,1,0
R_2f73AcR8uA82XLd,773,-2.15,homorú,from other,1,0
R_3ELPEMeSqeojjKD,4499,0,homorú,from other,1,0
R_29QlGRes7a1ZuSt,1006,0,homorú,from other,1,0
R_AgvhV0T99Hi9hAt,4604,-6.98,homorú,from other,1,0
R_3QR929IrgiCVniq,519,-0.97,homorú,from other,1,0
R_2t6dfZt35dI0dhl,682,-5.07,homorú,from other,1,0
R_3Po5gbqeIdAHi9l,668,-0.63,homorú,from other,1,0
R_32Mja3MNPo5Np98,536,-5.13,homorú,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,-4.77,homorú,from other,1,0
R_qBZVAGbiygl16yR,674,-2.88,homorú,from other,1,0
R_3MEgzBiFCJBMAUN,457,-2.43,homorú,from other,1,0
R_rkYNuZF0SgK0JGh,732,-0.16,homorú,from other,1,0
R_29oCgZSCYIJePHg,792,-4.02,homorú,from other,1,0
R_2pY9bqFFpuTAS1a,284,-2.29,homorú,from other,1,0
R_1GwflvMIvtpVDSz,652,2.33,homorú,from other,1,0
R_3CHocKls9HFwIp0,569,0,horpadt,from other,1,0
R_231pwiLAC5ZSwkg,588,0,horpadt,from other,1,0
R_pK6D4qIrzWOHXrj,774,2.04,horpadt,from other,1,0
R_8nZbxNURhEAQ0wN,768,0,horpadt,from other,1,0
R_1KmaYsKDeil9Ulu,630,3.39,horpadt,from other,1,0
R_2f73AcR8uA82XLd,773,0,horpadt,from other,1,0
R_3ELPEMeSqeojjKD,4499,5.05,horpadt,from other,1,0
R_29QlGRes7a1ZuSt,1006,0,horpadt,from other,1,0
R_AgvhV0T99Hi9hAt,4604,3.14,horpadt,from other,1,0
R_3QR929IrgiCVniq,519,2.82,horpadt,from other,1,0
R_2t6dfZt35dI0dhl,682,4.42,horpadt,from other,1,0
R_3Po5gbqeIdAHi9l,668,-1.95,horpadt,from other,1,0
R_32Mja3MNPo5Np98,536,0,horpadt,from other,1,0
R_3qsVbzSPnkEZ9Pu,483,2.63,horpadt,from other,1,0
R_qBZVAGbiygl16yR,674,-1,horpadt,from other,1,0
R_3MEgzBiFCJBMAUN,457,1.06,horpadt,from other,1,0
R_rkYNuZF0SgK0JGh,732,-1.01,horpadt,from other,1,0
R_29oCgZSCYIJePHg,792,-0.47,horpadt,from other,1,0
R_2pY9bqFFpuTAS1a,284,3.47,horpadt,from other,1,0
R_1GwflvMIvtpVDSz,652,1.56,horpadt,from other,1,0
R_3CHocKls9HFwIp0,569,-0.88,hullámos,innovation,0,1
R_231pwiLAC5ZSwkg,588,2.25,hullámos,innovation,0,1
R_pK6D4qIrzWOHXrj,774,-1.83,hullámos,innovation,0,1
R_8nZbxNURhEAQ0wN,768,-1.54,hullámos,innovation,0,1
R_1KmaYsKDeil9Ulu,630,4.41,hullámos,innovation,0,1
R_2f73AcR8uA82XLd,773,-2.86,hullámos,innovation,0,1
R_3ELPEMeSqeojjKD,4499,4.39,hullámos,innovation,0,1
R_29QlGRes7a1ZuSt,1006,0,hullámos,innovation,0,1
R_AgvhV0T99Hi9hAt,4604,0,hullámos,innovation,0,1
R_3QR929IrgiCVniq,519,0,hullámos,innovation,0,1
R_2t6dfZt35dI0dhl,682,2.46,hullámos,innovation,0,1
R_3Po5gbqeIdAHi9l,668,1.22,hullámos,innovation,0,1
R_32Mja3MNPo5Np98,536,0,hullámos,innovation,0,1
R_3qsVbzSPnkEZ9Pu,483,-4.58,hullámos,innovation,0,1
R_qBZVAGbiygl16yR,674,-2.29,hullámos,innovation,0,1
R_3MEgzBiFCJBMAUN,457,3.29,hullámos,innovation,0,1
R_rkYNuZF0SgK0JGh,732,0.91,hullámos,innovation,0,1
R_29oCgZSCYIJePHg,792,1.48,hullámos,innovation,0,1
R_2pY9bqFFpuTAS1a,284,-5.32,hullámos,innovation,0,1
R_1GwflvMIvtpVDSz,652,2.9,hullámos,innovation,0,1
R_3CHocKls9HFwIp0,569,0,jeges,finnougric,0,0
R_231pwiLAC5ZSwkg,588,-4.02,jeges,finnougric,0,0
R_pK6D4qIrzWOHXrj,774,0,jeges,finnougric,0,0
R_8nZbxNURhEAQ0wN,768,0,jeges,finnougric,0,0
R_1KmaYsKDeil9Ulu,630,-2.7,jeges,finnougric,0,0
R_2f73AcR8uA82XLd,773,1.32,jeges,finnougric,0,0
R_3ELPEMeSqeojjKD,4499,5.05,jeges,finnougric,0,0
R_29QlGRes7a1ZuSt,1006,2.77,jeges,finnougric,0,0
R_AgvhV0T99Hi9hAt,4604,-5.99,jeges,finnougric,0,0
R_3QR929IrgiCVniq,519,-0.47,jeges,finnougric,0,0
R_2t6dfZt35dI0dhl,682,-6.98,jeges,finnougric,0,0
R_3Po5gbqeIdAHi9l,668,-2.76,jeges,finnougric,0,0
R_32Mja3MNPo5Np98,536,-7,jeges,finnougric,0,0
R_3qsVbzSPnkEZ9Pu,483,-5.62,jeges,finnougric,0,0
R_qBZVAGbiygl16yR,674,-1.87,jeges,finnougric,0,0
R_3MEgzBiFCJBMAUN,457,4.06,jeges,finnougric,0,0
R_rkYNuZF0SgK0JGh,732,-2.66,jeges,finnougric,0,0
R_29oCgZSCYIJePHg,792,0,jeges,finnougric,0,0
R_2pY9bqFFpuTAS1a,284,-6.03,jeges,finnougric,0,0
R_1GwflvMIvtpVDSz,652,-6.15,jeges,finnougric,0,0
R_3CHocKls9HFwIp0,569,1.46,karcos,germanic,1,0
R_231pwiLAC5ZSwkg,588,0,karcos,germanic,1,0
R_pK6D4qIrzWOHXrj,774,4.06,karcos,germanic,1,0
R_8nZbxNURhEAQ0wN,768,2.41,karcos,germanic,1,0
R_1KmaYsKDeil9Ulu,630,3.65,karcos,germanic,1,0
R_2f73AcR8uA82XLd,773,-2.5,karcos,germanic,1,0
R_3ELPEMeSqeojjKD,4499,5.05,karcos,germanic,1,0
R_29QlGRes7a1ZuSt,1006,6.23,karcos,germanic,1,0
R_AgvhV0T99Hi9hAt,4604,2.84,karcos,germanic,1,0
R_3QR929IrgiCVniq,519,1.68,karcos,germanic,1,0
R_2t6dfZt35dI0dhl,682,2.07,karcos,germanic,1,0
R_3Po5gbqeIdAHi9l,668,-0.73,karcos,germanic,1,0
R_32Mja3MNPo5Np98,536,3.1,karcos,germanic,1,0
R_3qsVbzSPnkEZ9Pu,483,2.87,karcos,germanic,1,0
R_qBZVAGbiygl16yR,674,0.97,karcos,germanic,1,0
R_3MEgzBiFCJBMAUN,457,5.13,karcos,germanic,1,0
R_rkYNuZF0SgK0JGh,732,6.72,karcos,germanic,1,0
R_29oCgZSCYIJePHg,792,1.24,karcos,germanic,1,0
R_2pY9bqFFpuTAS1a,284,7,karcos,germanic,1,0
R_1GwflvMIvtpVDSz,652,5.66,karcos,germanic,1,0
R_3CHocKls9HFwIp0,569,1.84,kavicsos,innovation,0,0
R_231pwiLAC5ZSwkg,588,4.75,kavicsos,innovation,0,0
R_pK6D4qIrzWOHXrj,774,3.18,kavicsos,innovation,0,0
R_8nZbxNURhEAQ0wN,768,5.84,kavicsos,innovation,0,0
R_1KmaYsKDeil9Ulu,630,5.86,kavicsos,innovation,0,0
R_2f73AcR8uA82XLd,773,0,kavicsos,innovation,0,0
R_3ELPEMeSqeojjKD,4499,4.32,kavicsos,innovation,0,0
R_29QlGRes7a1ZuSt,1006,0,kavicsos,innovation,0,0
R_AgvhV0T99Hi9hAt,4604,7,kavicsos,innovation,0,0
R_3QR929IrgiCVniq,519,4.02,kavicsos,innovation,0,0
R_2t6dfZt35dI0dhl,682,5.26,kavicsos,innovation,0,0
R_3Po5gbqeIdAHi9l,668,2.05,kavicsos,innovation,0,0
R_32Mja3MNPo5Np98,536,4.14,kavicsos,innovation,0,0
R_3qsVbzSPnkEZ9Pu,483,3.11,kavicsos,innovation,0,0
R_qBZVAGbiygl16yR,674,3.38,kavicsos,innovation,0,0
R_3MEgzBiFCJBMAUN,457,5.23,kavicsos,innovation,0,0
R_rkYNuZF0SgK0JGh,732,3.96,kavicsos,innovation,0,0
R_29oCgZSCYIJePHg,792,7,kavicsos,innovation,0,0
R_2pY9bqFFpuTAS1a,284,6.41,kavicsos,innovation,0,0
R_1GwflvMIvtpVDSz,652,4.24,kavicsos,innovation,0,0
R_3CHocKls9HFwIp0,569,0,kemény,finnougric,0,0
R_231pwiLAC5ZSwkg,588,0,kemény,finnougric,0,0
R_pK6D4qIrzWOHXrj,774,0,kemény,finnougric,0,0
R_8nZbxNURhEAQ0wN,768,0,kemény,finnougric,0,0
R_1KmaYsKDeil9Ulu,630,0,kemény,finnougric,0,0
R_2f73AcR8uA82XLd,773,-0.41,kemény,finnougric,0,0
R_3ELPEMeSqeojjKD,4499,7,kemény,finnougric,0,0
R_29QlGRes7a1ZuSt,1006,0,kemény,finnougric,0,0
R_AgvhV0T99Hi9hAt,4604,1.4,kemény,finnougric,0,0
R_3QR929IrgiCVniq,519,2.94,kemény,finnougric,0,0
R_2t6dfZt35dI0dhl,682,0,kemény,finnougric,0,0
R_3Po5gbqeIdAHi9l,668,0,kemény,finnougric,0,0
R_32Mja3MNPo5Np98,536,0,kemény,finnougric,0,0
R_3qsVbzSPnkEZ9Pu,483,0,kemény,finnougric,0,0
R_qBZVAGbiygl16yR,674,0,kemény,finnougric,0,0
R_3MEgzBiFCJBMAUN,457,-1.95,kemény,finnougric,0,0
R_rkYNuZF0SgK0JGh,732,-3.67,kemény,finnougric,0,0
R_29oCgZSCYIJePHg,792,0,kemény,finnougric,0,0
R_2pY9bqFFpuTAS1a,284,-5.9,kemény,finnougric,0,0
R_1GwflvMIvtpVDSz,652,0,kemény,finnougric,0,0
R_3CHocKls9HFwIp0,569,-1.58,kerámia,greek,1,0
R_231pwiLAC5ZSwkg,588,-1.93,kerámia,greek,1,0
R_pK6D4qIrzWOHXrj,774,0,kerámia,greek,1,0
R_8nZbxNURhEAQ0wN,768,-0.73,kerámia,greek,1,0
R_1KmaYsKDeil9Ulu,630,-2.7,kerámia,greek,1,0
R_2f73AcR8uA82XLd,773,-1.48,kerámia,greek,1,0
R_3ELPEMeSqeojjKD,4499,-1.85,kerámia,greek,1,0
R_29QlGRes7a1ZuSt,1006,1.95,kerámia,greek,1,0
R_AgvhV0T99Hi9hAt,4604,-6.98,kerámia,greek,1,0
R_3QR929IrgiCVniq,519,-1.95,kerámia,greek,1,0
R_2t6dfZt35dI0dhl,682,-5.17,kerámia,greek,1,0
R_3Po5gbqeIdAHi9l,668,-5.15,kerámia,greek,1,0
R_32Mja3MNPo5Np98,536,-3.12,kerámia,greek,1,0
R_3qsVbzSPnkEZ9Pu,483,-3.44,kerámia,greek,1,0
R_qBZVAGbiygl16yR,674,-5.33,kerámia,greek,1,0
R_3MEgzBiFCJBMAUN,457,-3.41,kerámia,greek,1,0
R_rkYNuZF0SgK0JGh,732,-0.75,kerámia,greek,1,0
R_29oCgZSCYIJePHg,792,0.49,kerámia,greek,1,0
R_2pY9bqFFpuTAS1a,284,-7,kerámia,greek,1,0
R_1GwflvMIvtpVDSz,652,1.58,kerámia,greek,1,0
R_3CHocKls9HFwIp0,569,2.54,kirojtosodott,unknown,1,0
R_231pwiLAC5ZSwkg,588,0,kirojtosodott,unknown,1,0
R_pK6D4qIrzWOHXrj,774,1.85,kirojtosodott,unknown,1,0
R_8nZbxNURhEAQ0wN,768,1.83,kirojtosodott,unknown,1,0
R_1KmaYsKDeil9Ulu,630,3.44,kirojtosodott,unknown,1,0
R_2f73AcR8uA82XLd,773,0,kirojtosodott,unknown,1,0
R_3ELPEMeSqeojjKD,4499,3.78,kirojtosodott,unknown,1,0
R_29QlGRes7a1ZuSt,1006,0,kirojtosodott,unknown,1,0
R_AgvhV0T99Hi9hAt,4604,1.26,kirojtosodott,unknown,1,0
R_3QR929IrgiCVniq,519,3.04,kirojtosodott,unknown,1,0
R_2t6dfZt35dI0dhl,682,1.06,kirojtosodott,unknown,1,0
R_3Po5gbqeIdAHi9l,668,0,kirojtosodott,unknown,1,0
R_32Mja3MNPo5Np98,536,0,kirojtosodott,unknown,1,0
R_3qsVbzSPnkEZ9Pu,483,2.3,kirojtosodott,unknown,1,0
R_qBZVAGbiygl16yR,674,2.14,kirojtosodott,unknown,1,0
R_3MEgzBiFCJBMAUN,457,-1.52,kirojtosodott,unknown,1,0
